,imdbid,title,year,imdb_rating,estimated budget,world gross,id,year_y,bechdel_rating
2714,0103956,Child's Play 3,1991,5.1,"$13,000,000 (estimated)","$20,560,255",9847.0,1991.0,2.0
2715,0102915,Showdown in Little Tokyo,1991,6.1,"$8,000,000 (estimated)","$2,275,557",10117.0,1991.0,3.0
2716,0101605,The Commitments,1991,7.6,"$12,000,000 (estimated)","$14,919,570",10265.0,1991.0,3.0
2717,0101844,Eyes of an Angel,1991,5.3,"$12,000,000 (estimated)","$14,919,570",10474.0,1991.0,0.0
2718,0101775,Drop Dead Fred,1991,5.9,"$6,788,000 (estimated)","$13,878,411",10658.0,1991.0,3.0
2719,0102526,New Jack City,1991,6.6,"$8,000,000 (estimated)","$47,624,353",10733.0,1991.0,0.0
2720,0105236,Reservoir Dogs,1992,8.3,"$1,200,000 (estimated)","$2,913,644",18.0,1992.0,0.0
2721,0103639,Aladdin,1992,8.0,"$28,000,000 (estimated)","$504,050,219",98.0,1992.0,0.0
2722,0103644,Alien³,1992,6.4,"$50,000,000 (estimated)","$159,814,498",296.0,1992.0,0.0
2723,0104431,Home Alone 2: Lost in New York,1992,6.8,"$28,000,000 (estimated)","$358,994,850",433.0,1992.0,3.0
2724,0104348,Glengarry Glen Ross,1992,7.7,"$12,500,000 (estimated)","$10,725,228",450.0,1992.0,0.0
2725,0104257,A Few Good Men,1992,7.7,"$41,000,000 (estimated)","$243,240,178",451.0,1992.0,1.0
2726,0104694,A League of Their Own,1992,7.3,"$40,000,000 (estimated)","$132,440,069",560.0,1992.0,3.0
2727,0103893,Buffy the Vampire Slayer,1992,5.7,"$7,000,000 (estimated)","$16,624,456",748.0,1992.0,3.0
2729,0103776,Batman Returns,1992,7.1,"$80,000,000 (estimated)","$266,915,287",1025.0,1992.0,0.0
2731,0105417,Sister Act,1992,6.5,"$31,000,000 (estimated)","$231,605,150",1352.0,1992.0,3.0
2732,0106308,Army of Darkness,1992,7.4,"$13,000,000 (estimated)","$11,505,925",1276.0,1992.0,2.0
2733,0104940,The Muppet Christmas Carol,1992,7.7,"$12,000,000 (estimated)","$33,274,049",1101.0,1992.0,3.0
2734,0104868,The Mighty Ducks,1992,6.5,"$10,000,000 (estimated)","$50,752,337",1126.0,1992.0,1.0
2735,0104254,FernGully: The Last Rainforest,1992,6.5,"$24,000,000 (estimated)","$32,710,894",1157.0,1992.0,3.0
2736,0105629,Toys,1992,5.1,"$43,000,000 (estimated)","$23,278,931",1836.0,1992.0,3.0
2738,0104070,Death Becomes Her,1992,6.6,"$55,000,000 (estimated)","$149,022,650",1869.0,1992.0,3.0
2739,0107756,Orlando,1992,7.1,"$4,000,000 (estimated)","$5,409,423",1877.0,1992.0,2.0
2740,0104815,El Mariachi,1992,6.8,"$7,000 (estimated)","$2,040,920",1886.0,1992.0,0.0
2741,0104952,My Cousin Vinny,1992,7.6,"$11,000,000 (estimated)","$64,088,552",1895.0,1992.0,1.0
2743,0105107,Passion Fish,1992,7.3,"$3,330,000 (estimated)","$4,814,619",2349.0,1992.0,3.0
2745,0105665,Twin Peaks: Fire Walk with Me,1992,7.2,"$10,000,000 (estimated)","$4,184,990",2432.0,1992.0,3.0
2748,0105414,Single White Female,1992,6.4,"$16,000,000 (estimated)","$48,017,402",2504.0,1992.0,3.0
2749,0105577,This Is My Life,1992,6.0,"$10,000,000 (estimated)","$2,922,094",2506.0,1992.0,3.0
2750,0104990,Newsies,1992,6.9,"$15,000,000 (estimated)","$2,819,485",2628.0,1992.0,1.0
2752,0104036,The Crying Game,1992,7.2,"£2,300,000 (estimated)","$62,548,947",3141.0,1992.0,2.0
2755,0105151,The Player,1992,7.5,"$8,000,000 (estimated)","$21,706,101",3636.0,1992.0,3.0
2756,0105323,Scent of a Woman,1992,8.0,"$31,000,000 (estimated)","$134,095,253",3787.0,1992.0,1.0
2757,0103767,Baraka,1992,8.5,"$2,000,000 (estimated)","$1,332,110",3937.0,1992.0,0.0
2758,0103873,Dead Alive,1992,7.5,"$3,000,000 (estimated)","$242,623",4141.0,1992.0,3.0
2759,0104797,Malcolm X,1992,7.7,"$33,000,000 (estimated)","$48,169,910",4391.0,1992.0,3.0
2760,0105793,Wayne's World,1992,7.0,"$20,000,000 (estimated)","$183,097,323",4731.0,1992.0,1.0
2761,0105477,Stop! Or My Mom Will Shoot,1992,4.3,"$45,000,000 (estimated)","$70,611,210",4779.0,1992.0,2.0
2762,0103939,Chaplin,1992,7.5,"$31,000,000 (estimated)","$9,493,259",4782.0,1992.0,1.0
2764,0104670,Ladybugs,1992,5.5,"$20,000,000 (estimated)","$14,796,494",4837.0,1992.0,3.0
2765,0103994,Like Water for Chocolate,1992,7.1,"$2,000,000 (estimated)","$21,744,201",4838.0,1992.0,3.0
2766,0104466,Husbands and Wives,1992,7.5,"$20,000,000 (estimated)","$10,555,619",4903.0,1992.0,3.0
2767,0103772,Basic Instinct,1992,7.0,"$49,000,000 (estimated)","$352,927,224",4940.0,1992.0,1.0
2769,0104412,Hero,1992,6.5,"$42,000,000 (estimated)","$19,507,345",4999.0,1992.0,1.0
2770,0103919,Candyman,1992,6.7,"$6,000,000 (estimated)","$25,795,897",5005.0,1992.0,3.0
2771,0104692,The Lawnmower Man,1992,5.4,"$10,000,000 (estimated)","$32,100,816",5241.0,1992.0,1.0
2772,0103859,Boomerang,1992,5.6,"$42,000,000 (estimated)","$131,052,444",5318.0,1992.0,3.0
2776,0105435,Sneakers,1992,7.1,"$23,000,000 (estimated)","$105,232,691",5654.0,1992.0,1.0
2777,0142237,Dragon Ball Z: The Return of Cooler,1992,7.0,"$23,000,000 (estimated)","$105,232,691",6090.0,1992.0,0.0
2778,0105265,A River Runs Through It,1992,7.2,"$12,000,000 (estimated)","$43,440,294",6123.0,1992.0,2.0
2780,0104409,Hellraiser III: Hell on Earth,1992,5.5,"$5,000,000 (estimated)","$12,534,961",6397.0,1992.0,3.0
2781,0105130,Peter's Friends,1992,7.0,"$5,000,000 (estimated)","$4,058,564",6702.0,1992.0,3.0
2783,0105695,Unforgiven,1992,8.2,"$14,400,000 (estimated)","$159,167,799",7006.0,1992.0,3.0
2785,0104691,The Last of the Mohicans,1992,7.7,"$40,000,000 (estimated)","$75,505,856",7031.0,1992.0,2.0
2786,0105459,Split Second,1992,6.0,"$7,000,000 (estimated)","$5,430,822",7179.0,1992.0,0.0
2787,0105616,Tom and Jerry: The Movie,1992,5.4,"$8,000,000 (estimated)","$3,560,469",7191.0,1992.0,3.0
2788,0104684,Hard Boiled,1992,7.7,"$8,000,000 (estimated)","$3,560,469",7245.0,1992.0,0.0
2789,0104452,HouseSitter,1992,6.1,"$26,000,000 (estimated)","$94,900,635",7640.0,1992.0,1.0
2790,0104779,Bitter Moon,1992,7.2,"$5,000,000 (estimated)","$1,862,805",8287.0,1992.0,3.0
2792,0104695,Leap of Faith,1992,6.1,"$20,000,000 (estimated)","$23,369,283",8583.0,1992.0,2.0
2793,0104187,Encino Man,1992,5.8,"$7,000,000 (estimated)","$40,693,477",8622.0,1992.0,1.0
2794,0103855,The Bodyguard,1992,6.3,"$25,000,000 (estimated)","$411,046,449",8991.0,1992.0,2.0
2795,0104575,Just Another Girl on the I.R.T.,1992,6.3,"$100,000 (estimated)","$479,169",9000.0,1992.0,1.0
2796,0104389,The Hand That Rocks the Cradle,1992,6.7,"$11,700,000 (estimated)","$88,036,683",9922.0,1992.0,3.0
2797,0104105,Diên Biên Phú,1992,6.2,"$11,700,000 (estimated)","$88,036,683",9107.0,1992.0,0.0
2799,0105466,Stay Tuned,1992,6.2,"$25,000,000 (estimated)","$10,736,401",9242.0,1992.0,2.0
2800,0105488,Strictly Ballroom,1992,7.2,"A$3,000,000 (estimated)","$11,749,595",9331.0,1992.0,1.0
2801,0105104,Passenger 57,1992,5.9,"$15,000,000 (estimated)","$44,065,653",9785.0,1992.0,1.0
2802,0105328,Schtonk,1992,7.2,"$15,000,000 (estimated)","$44,065,653",9812.0,1992.0,3.0
2803,0107290,Jurassic Park,1993,8.2,"$63,000,000 (estimated)","$1,109,802,321",109.0,1993.0,3.0
2804,0107048,Groundhog Day,1993,8.0,"$14,600,000 (estimated)","$71,108,591",114.0,1993.0,2.0
2805,0106697,Demolition Man,1993,6.7,"$57,000,000 (estimated)","$58,055,768",117.0,1993.0,0.0
2806,0107614,Mrs. Doubtfire,1993,7.1,"$25,000,000 (estimated)","$441,286,195",436.0,1993.0,3.0
2808,0108160,Sleepless in Seattle,1993,6.8,"$21,000,000 (estimated)","$227,927,165",556.0,1993.0,2.0
2810,0107120,Hocus Pocus,1993,6.9,"$28,000,000 (estimated)","$45,395,069",587.0,1993.0,3.0
2811,0108265,Swing Kids,1993,6.7,"$12,000,000 (estimated)","$5,632,086",727.0,1993.0,1.0
2812,0107507,Manhattan Murder Mystery,1993,7.3,"$13,500,000 (estimated)","$11,330,911",810.0,1993.0,3.0
2813,0108000,Ruby in Paradise,1993,6.9,"$800,000 (estimated)","$1,001,437",852.0,1993.0,3.0
2814,0106677,Dazed and Confused,1993,7.6,"$6,900,000 (estimated)","$7,993,039",861.0,1993.0,3.0
2815,0108037,The Sandlot,1993,7.8,"$7,000,000 (estimated)","$34,348,443",899.0,1993.0,0.0
2816,0106341,Bad Boy Bubby,1993,7.3,"$7,000,000 (estimated)","$34,348,443",950.0,1993.0,1.0
2818,0107977,Robin Hood: Men in Tights,1993,6.7,"$20,000,000 (estimated)","$35,739,755",1067.0,1993.0,3.0
2819,0106611,Cool Runnings,1993,7.0,"$14,000,000 (estimated)","$154,856,263",1602.0,1993.0,1.0
2821,0107156,The Wedding Banquet,1993,7.6,"$1,000,000 (estimated)","$6,933,459",1195.0,1993.0,3.0
2823,0106673,Dave,1993,6.9,"$28,000,000 (estimated)","$63,270,710",1133.0,1993.0,3.0
2824,0108071,The Secret Garden,1993,7.3,"$18,000,000 (estimated)","$31,181,347",1434.0,1993.0,3.0
2825,0106220,Addams Family Values,1993,6.8,"$47,000,000 (estimated)","$48,919,043",1436.0,1993.0,3.0
2826,0108147,Sister Act 2: Back in the Habit,1993,5.6,"$38,000,000 (estimated)","$57,319,029",1353.0,1993.0,3.0
2828,0108052,Schindler's List,1993,9.0,"$22,000,000 (estimated)","$322,161,245",1497.0,1993.0,3.0
2831,0106834,Even Cowgirls Get the Blues,1993,4.3,"$8,000,000 (estimated)","$1,708,873",1790.0,1993.0,3.0
2833,0112389,The Thief and the Cobbler,1993,7.1,"$25,000,000 (estimated)","$669,276",1940.0,1993.0,0.0
2834,0107822,The Piano,1993,7.5,"$7,000,000 (estimated)","$40,185,556",2230.0,1993.0,3.0
2835,0107745,Once Upon a Forest,1993,6.4,"$13,000,000 (estimated)","$6,582,052",2492.0,1993.0,3.0
2836,0107688,The Nightmare Before Christmas,1993,7.9,"$18,000,000 (estimated)","$91,221,981",2543.0,1993.0,1.0
2838,0107426,Little Buddha,1993,6.1,"$35,000,000 (estimated)","$4,858,139",2892.0,1993.0,1.0
2839,0106977,The Fugitive,1993,7.8,"$44,000,000 (estimated)","$368,875,760",2916.0,1993.0,2.0
2840,0107282,The Joy Luck Club,1993,7.7,"$11,000,000 (estimated)","$32,901,136",3088.0,1993.0,3.0
2841,0106226,The Age of Innocence,1993,7.2,"$34,000,000 (estimated)","$32,255,953",3097.0,1993.0,3.0
2842,0107091,Heart and Souls,1993,7.0,"$25,000,000 (estimated)","$16,589,540",3123.0,1993.0,2.0
2843,0311648,Pieces of April,2003,7.0,"$300,000 (estimated)","$3,282,321",3176.0,1993.0,3.0
2844,0108358,Tombstone,1993,7.8,"$25,000,000 (estimated)","$56,505,065",3180.0,1993.0,3.0
2846,0108065,Searching for Bobby Fischer,1993,7.4,"$12,000,000 (estimated)","$7,266,383",3336.0,1993.0,0.0
2847,0106582,Cliffhanger,1993,6.5,"$70,000,000 (estimated)","$255,000,211",3369.0,1993.0,1.0
2848,0108451,Untamed Heart,1993,6.8,"$7,500,000 (estimated)","$18,898,806",3396.0,1993.0,3.0
2852,0106400,The Beverly Hillbillies,1993,5.0,"$25,000,000 (estimated)","$57,405,220",3704.0,1993.0,3.0
2853,0107943,The Remains of the Day,1993,7.8,"$15,000,000 (estimated)","$23,237,911",3761.0,1993.0,1.0
2854,0115819,Cannibal! The Musical,1993,7.0,"$15,000,000 (estimated)","$23,237,911",3921.0,1993.0,0.0
2856,0108255,Super Mario Bros.,1993,4.1,"$48,000,000 (estimated)","$20,915,465",4422.0,1993.0,3.0
2858,0106598,Coneheads,1993,5.4,"$30,000,000 (estimated)","$21,274,717",4636.0,1993.0,3.0
2859,0106364,Batman: Mask of the Phantasm,1993,7.8,"$6,000,000 (estimated)","$5,635,204",4877.0,1993.0,0.0
2860,0107007,Gettysburg,1993,7.6,"$25,000,000 (estimated)","$10,769,960",4917.0,1993.0,0.0
2861,0107212,Indian Summer,1993,6.5,"$9,000,000 (estimated)","$14,904,910",5065.0,1993.0,3.0
2862,0106770,Dragon: The Bruce Lee Story,1993,7.0,"$14,000,000 (estimated)","$63,513,743",5083.0,1993.0,3.0
2863,0107978,RoboCop 3,1993,4.1,"$22,000,000 (estimated)","$10,696,210",5238.0,1993.0,3.0
2864,0106453,Body of Evidence,1992,4.5,"$30,000,000 (estimated)","$13,273,595",5243.0,1993.0,3.0
2866,0108122,Short Cuts,1993,7.7,"$12,000,000 (estimated)","$6,110,979",5316.0,1993.0,3.0
2867,0106452,Body Snatchers,1993,6.0,"$13,000,000 (estimated)","$428,868",5521.0,1993.0,3.0
2868,0107969,Rising Sun,1993,6.2,"$35,000,000 (estimated)","$107,198,790",5580.0,1993.0,1.0
2869,0106918,The Firm,1993,6.8,"$42,000,000 (estimated)","$270,248,367",6474.0,1993.0,3.0
2870,0106469,Bound by Honor,1993,7.9,"$35,000,000 (estimated)","$4,496,583",5665.0,1993.0,0.0
2872,0107818,Philadelphia,1993,7.7,"$26,000,000 (estimated)","$206,678,440",5919.0,1993.0,2.0
2873,0108162,Sliver,1993,5.1,"$40,000,000 (estimated)","$116,300,000",6076.0,1993.0,3.0
2874,0107144,Hot Shots! Part Deux,1993,6.6,"$25,000,000 (estimated)","$133,752,825",6173.0,1993.0,3.0
2875,0106332,Farewell My Concubine,1993,8.1,"$4,000,000 (estimated)","$6,107,179",6215.0,1993.0,0.0
2876,0108399,True Romance,1993,7.9,"$13,000,000 (estimated)","$13,088,850",6349.0,1993.0,1.0
2877,0108550,What's Eating Gilbert Grape,1993,7.7,"$11,000,000 (estimated)","$10,032,765",6492.0,1993.0,3.0
2878,0107529,Matinee,1993,6.9,"$13,000,000 (estimated)","$9,532,895",6844.0,1993.0,1.0
2879,0106303,Arctic Blue,1993,5.0,"$13,000,000 (estimated)","$9,532,895",7055.0,1993.0,1.0
2882,0107798,The Pelican Brief,1993,6.6,"$45,000,000 (estimated)","$195,268,056",7277.0,1993.0,3.0
2884,0107207,In the Name of the Father,1993,8.1,"$13,000,000 (estimated)","$65,796,862",7514.0,1993.0,2.0
2885,0108551,What's Love Got to Do with It,1993,7.3,"$15,000,000 (estimated)","$39,100,956",7526.0,1993.0,3.0
2886,0107808,A Perfect World,1993,7.5,"$30,000,000 (estimated)","$135,130,999",7611.0,1993.0,1.0
2888,0107211,Indecent Proposal,1993,6.0,"$38,000,000 (estimated)","$266,614,059",7642.0,1993.0,0.0
2889,0107206,In the Line of Fire,1993,7.2,"$40,000,000 (estimated)","$176,997,168",7667.0,1993.0,1.0
2891,0107151,The House of the Spirits,1993,6.9,"$40,000,000 (estimated)","$6,265,311",7840.0,1993.0,3.0
2892,0107840,Poetic Justice,1993,6.1,"$14,000,000 (estimated)","$27,515,786",8148.0,1993.0,3.0
2895,0107096,Heaven & Earth,1993,6.8,"$33,000,000 (estimated)","$5,864,949",8652.0,1993.0,2.0
2896,0108149,Six Degrees of Separation,1993,6.8,"$12,000,000 (estimated)","$6,405,918",8759.0,1993.0,3.0
2897,0107616,Much Ado About Nothing,1993,7.3,"$11,000,000 (estimated)","$22,549,338",9033.0,1993.0,1.0
2898,0106880,Fear of a Black Hat,1993,7.2,"$999,999 (estimated)","$233,824",9155.0,1993.0,1.0
2900,0107362,Last Action Hero,1993,6.4,"$85,000,000 (estimated)","$137,298,489",9466.0,1993.0,1.0
2901,0107076,Hard Target,1993,6.2,"$18,000,000 (estimated)","$74,189,677",9565.0,1993.0,1.0
2903,0107387,Leprechaun,1993,4.8,"$900,000 (estimated)","$8,556,940",10136.0,1993.0,1.0
2904,0107057,Guilty as Sin,1993,5.6,"$12,000,000 (estimated)","$22,866,222",10205.0,1993.0,2.0
2905,0108174,So I Married an Axe Murderer,1993,6.4,"$20,000,000 (estimated)","$11,585,483",10565.0,1993.0,3.0
2907,0110912,Pulp Fiction,1994,8.9,"$8,000,000 (estimated)","$213,928,762",91.0,1994.0,3.0
2908,0110357,The Lion King,1994,8.5,"$45,000,000 (estimated)","$968,511,805",100.0,1994.0,1.0
2909,0110148,Interview with the Vampire: The Vampire Chronicles,1994,7.5,"$60,000,000 (estimated)","$223,664,608",120.0,1994.0,1.0
2911,0111161,The Shawshank Redemption,1994,9.3,"$25,000,000 (estimated)","$28,884,504",339.0,1994.0,0.0
2912,0111257,Speed,1994,7.3,"$30,000,000 (estimated)","$350,448,145",440.0,1994.0,3.0
2913,0109040,Ace Ventura: Pet Detective,1994,6.9,"$15,000,000 (estimated)","$107,217,396",441.0,1994.0,2.0
2914,0109445,Clerks,1994,7.7,"$27,000 (estimated)","$3,151,130",488.0,1994.0,1.0
2916,0110005,Heavenly Creatures,1994,7.3,"$5,000,000 (estimated)","$3,049,135",567.0,1994.0,3.0
2917,0109676,Drop Zone,1994,5.6,"$45,000,000 (estimated)","$28,735,315",571.0,1994.0,2.0
2918,0111438,Timecop,1994,5.9,"$27,000,000 (estimated)","$101,646,581",574.0,1994.0,1.0
2919,0109830,Forrest Gump,1994,8.8,"$55,000,000 (estimated)","$678,226,465",776.0,1994.0,1.0
2920,0110950,Reality Bites,1994,6.6,"$11,500,000 (estimated)","$33,351,557",860.0,1994.0,3.0
2921,0109686,Dumb and Dumber,1994,7.3,"$17,000,000 (estimated)","$247,290,327",890.0,1994.0,2.0
2922,0111282,Stargate,1994,7.0,"$55,000,000 (estimated)","$196,567,262",959.0,1994.0,1.0
2923,0111070,The Santa Clause,1994,6.5,"$22,000,000 (estimated)","$190,539,357",1051.0,1994.0,1.0
2924,0107952,Aladdin 2: The Return of Jafar,1994,5.8,"$22,000,000 (estimated)","$190,539,357",1066.0,1994.0,0.0
2925,0110763,The Pagemaster,1994,6.1,"$27,000,000 (estimated)","$13,670,688",1208.0,1994.0,1.0
2926,0109127,Angels in the Outfield,1994,6.2,"$24,000,000 (estimated)","$50,236,831",1128.0,1994.0,1.0
2927,0111503,True Lies,1994,7.3,"$115,000,000 (estimated)","$378,882,411",1098.0,1994.0,3.0
2928,0109446,The Client,1994,6.7,"$45,000,000 (estimated)","$117,615,211",1535.0,1994.0,3.0
2929,0109093,Amateur,1994,6.8,"$2,300,000 (estimated)","$757,088",1571.0,1994.0,3.0
2931,0110413,Léon: The Professional,1994,8.5,"FRF 115,000,000 (estimated)","$19,569,225",1755.0,1994.0,3.0
2932,0109198,Bad Girls,1994,5.2,"$25,000,000 (estimated)","$15,240,435",1786.0,1994.0,3.0
2933,0109913,Go Fish,1994,5.7,"$15,000 (estimated)","$2,405,285",1788.0,1994.0,3.0
2934,0110622,Naked Gun 33 1/3: The Final Insult,1994,6.5,"$30,000,000 (estimated)","$51,132,598",1826.0,1994.0,2.0
2935,0109254,Beverly Hills Cop III,1994,5.5,"$50,000,000 (estimated)","$119,208,989",1850.0,1994.0,0.0
2936,0110857,Police Academy: Mission to Moscow,1994,3.5,"$6,200,000 (estimated)","$126,247",1914.0,1994.0,1.0
2937,0109707,Ed Wood,1994,7.8,"$18,000,000 (estimated)","$5,887,725",1920.0,1994.0,3.0
2939,0110598,Muriel's Wedding,1994,7.2,"$9,000,000 (estimated)","$15,485,598",2209.0,1994.0,3.0
2940,0110521,Mina Tannenbaum,1994,7.1,"$9,000,000 (estimated)","$15,485,598",2210.0,1994.0,3.0
2941,0109504,Crooklyn,1994,7.0,"$14,000,000 (estimated)","$13,642,861",2350.0,1994.0,3.0
2942,0111143,The Shadow,1994,6.0,"$25,000,000 (estimated)","$48,063,435",2535.0,1994.0,0.0
2946,0109306,Blue Sky,1994,6.4,"$16,000,000 (estimated)","$3,359,465",3004.0,1994.0,3.0
2947,0110171,I Can't Sleep,1994,6.9,"$16,000,000 (estimated)","$3,359,465",3008.0,1994.0,3.0
2949,0110074,The Hudsucker Proxy,1994,7.2,"$40,000,000 (estimated)","$2,816,518",3062.0,1994.0,1.0
2950,0110308,The Last Seduction,1994,7.0,"$2,500,000 (estimated)","$5,842,603",3104.0,1994.0,1.0
2955,0110678,No Escape,1994,6.1,"$20,000,000 (estimated)","$15,339,030",3243.0,1994.0,0.0
2959,0111301,Street Fighter,1994,4.0,"$35,000,000 (estimated)","$99,431,786",3522.0,1994.0,3.0
2961,0111255,The Specialist,1994,5.6,"$45,000,000 (estimated)","$170,362,582",3788.0,1994.0,1.0
2962,0109506,The Crow,1994,7.5,"$23,000,000 (estimated)","$50,694,671",3820.0,1994.0,3.0
2964,0111333,The Swan Princess,1994,6.4,"$45,000,000 (estimated)","$9,771,658",3973.0,1994.0,1.0
2966,0111001,The Road to Wellville,1994,5.9,"$25,000,000 (estimated)","$6,562,513",4112.0,1994.0,3.0
2967,0110169,It's Pat: The Movie,1994,2.7,"£8,000,000 (estimated)","$60,822",4421.0,1994.0,3.0
2970,0111280,Star Trek: Generations,1994,6.6,"$35,000,000 (estimated)","$118,071,125",4618.0,1994.0,3.0
2972,0110475,The Mask,1994,6.9,"$23,000,000 (estimated)","$351,583,407",4697.0,1994.0,1.0
2974,0110322,Legends of the Fall,1994,7.5,"$30,000,000 (estimated)","$160,638,883",4841.0,1994.0,3.0
2977,0110932,Quiz Show,1994,7.5,"$31,000,000 (estimated)","$24,822,619",4954.0,1994.0,2.0
2978,0109456,Color of Night,1994,5.2,"$40,000,000 (estimated)","$19,726,050",5078.0,1994.0,3.0
2980,0113409,In the Mouth of Madness,1994,7.1,"$8,000,000 (estimated)","$8,924,549",5206.0,1994.0,1.0
2981,0109144,A.P.E.X.,1994,4.3,"$8,000,000 (estimated)","$8,924,549",5334.0,1994.0,1.0
2983,0110632,Natural Born Killers,1994,7.2,"$34,000,000 (estimated)","$50,283,563",5459.0,1994.0,3.0
2984,0109813,The Flintstones,1994,5.0,"$46,000,000 (estimated)","$341,631,208",5738.0,1994.0,3.0
2986,0110366,The Little Rascals,1994,6.3,"$23,000,000 (estimated)","$67,308,282",5909.0,1994.0,2.0
2987,0111686,New Nightmare,1994,6.4,"$8,000,000 (estimated)","$19,721,741",6029.0,1994.0,3.0
2989,0109831,Four Weddings and a Funeral,1994,7.1,"$4,400,000 (estimated)","$245,700,832",6451.0,1994.0,3.0
2990,0111127,Serial Mom,1994,6.8,"$13,000,000 (estimated)","$7,820,688",6477.0,1994.0,3.0
2994,0109579,Death and the Maiden,1994,7.2,"$12,000,000 (estimated)","$3,103,716",7211.0,1994.0,0.0
2995,0110099,I.Q.,1994,6.2,"$25,000,000 (estimated)","$26,381,221",7263.0,1994.0,0.0
2997,0110167,It Could Happen to You,1994,6.4,"$20,000,000 (estimated)","$37,939,757",7643.0,1994.0,1.0
2998,0111512,The Legend of Drunken Master,1994,7.5,"$10,000,000 (estimated)","$11,555,430",7933.0,1994.0,3.0
3002,0111112,The Secret of Roan Inish,1994,7.4,"$3,000,000 (estimated)","$6,159,269",8446.0,1994.0,3.0
3007,0109444,Clear and Present Danger,1994,6.9,"$62,000,000 (estimated)","$215,887,717",9108.0,1994.0,0.0
3008,0110657,The Next Karate Kid,1994,4.5,"$12,000,000 (estimated)","$15,876,353",9406.0,1994.0,3.0
3015,0110971,Renaissance Man,1994,6.2,"$40,000,000 (estimated)","$24,332,324",10077.0,1994.0,2.0
3018,0110955,The Ref,1994,6.9,"$11,000,000 (estimated)","$11,439,193",10700.0,1994.0,3.0
3019,0114814,The Usual Suspects,1995,8.5,"$6,000,000 (estimated)","$23,341,568",54.0,1995.0,1.0
3020,0114369,Se7en,1995,8.6,"$33,000,000 (estimated)","$327,333,559",69.0,1995.0,1.0
3021,0114709,Toy Story,1995,8.3,"$30,000,000 (estimated)","$394,436,586",87.0,1995.0,1.0
3022,0113243,Hackers,1995,6.2,"$20,000,000 (estimated)","$7,563,728",97.0,1995.0,2.0
3023,0112642,Casper,1995,6.1,"$55,000,000 (estimated)","$287,928,194",106.0,1995.0,3.0
3024,0114069,Outbreak,1995,6.6,"$50,000,000 (estimated)","$189,859,560",110.0,1995.0,3.0
3025,0112864,Die Hard with a Vengeance,1995,7.6,"$90,000,000 (estimated)","$366,101,666",147.0,1995.0,1.0
3027,0112508,Billy Madison,1995,6.3,"$10,000,000 (estimated)","$26,488,734",184.0,1995.0,1.0
3028,0112573,Braveheart,1995,8.4,"$72,000,000 (estimated)","$213,216,216",205.0,1995.0,2.0
3029,0114148,Pocahontas,1995,6.7,"$55,000,000 (estimated)","$346,079,773",207.0,1995.0,3.0
3030,0114388,Sense and Sensibility,1995,7.7,"$16,000,000 (estimated)","$134,582,776",267.0,1995.0,3.0
3032,0112579,The Bridges of Madison County,1995,7.6,"$24,000,000 (estimated)","$182,016,617",294.0,1995.0,3.0
3033,0113749,Mallrats,1995,7.0,"$8,000,000 (estimated)","$2,122,561",489.0,1995.0,2.0
3034,0114436,Showgirls,1995,5.0,"$45,000,000 (estimated)","$20,358,624",566.0,1995.0,3.0
3035,0114614,Tank Girl,1995,5.3,"$25,000,000 (estimated)","$4,064,495",569.0,1995.0,3.0
3037,0113347,How to Make an American Quilt,1995,6.3,"$10,000,000 (estimated)","$41,200,020",640.0,1995.0,3.0
3038,0113568,Ghost in the Shell,1995,7.9,"¥330,000,000 (estimated)","$918,738",659.0,1995.0,0.0
3039,0114558,Strange Days,1995,7.2,"$42,000,000 (estimated)","$7,959,291",675.0,1995.0,3.0
3040,0112697,Clueless,1995,6.9,"$12,000,000 (estimated)","$56,631,794",749.0,1995.0,3.0
3044,0113855,Mortal Kombat,1995,5.8,"$18,000,000 (estimated)","$122,195,920",955.0,1995.0,1.0
3045,0114906,Welcome to the Dollhouse,1995,7.4,"$800,000 (estimated)","$4,569,019",974.0,1995.0,3.0
3046,0112379,Antonia's Line,1995,7.4,"£1,500,000 (estimated)","$4,249,321",982.0,1995.0,3.0
3047,0113101,Four Rooms,1995,6.7,"$4,000,000 (estimated)","$4,257,354",986.0,1995.0,3.0
3048,0112462,Batman Forever,1995,5.4,"$100,000,000 (estimated)","$336,567,158",1024.0,1995.0,1.0
3050,0114924,While You Were Sleeping,1995,6.8,"$17,000,000 (estimated)","$182,057,016",1032.0,1995.0,3.0
3051,0113277,Heat,1995,8.3,"$60,000,000 (estimated)","$187,436,818",1037.0,1995.0,2.0
3054,0113198,A Goofy Movie,1995,6.9,"$18,000,000 (estimated)","$35,348,597",1160.0,1995.0,2.0
3056,0113670,A Little Princess,1995,7.6,"$17,000,000 (estimated)","$10,015,449",1435.0,1995.0,3.0
3057,0112384,Apollo 13,1995,7.7,"$52,000,000 (estimated)","$355,237,933",2060.0,1995.0,3.0
3058,0112571,Boys on the Side,1995,6.5,"$21,000,000 (estimated)","$23,440,188",2071.0,1995.0,3.0
3059,0112722,Copycat,1995,6.6,"$20,000,000 (estimated)","$32,051,917",2100.0,1995.0,3.0
3060,0114682,"To Wong Foo, Thanks for Everything! Julie Newmar",1995,6.7,"$30,000,000 (estimated)","$47,774,193",2163.0,1995.0,3.0
3061,0112641,Casino,1995,8.2,"$52,000,000 (estimated)","$116,112,375",2220.0,1995.0,2.0
