,imdbid,title,year,rating,estimated budget,world gross
4524,0212712,2046,2004,7.4,"$12,000,000 (estimated)","$20,205,757"
4525,0338751,The Aviator,2004,7.5,"$110,000,000 (estimated)","$213,719,942"
4526,0390221,Maria Full of Grace,2004,7.4,"$3,000,000 (estimated)","$12,594,630"
4527,0369672,A Love Song for Bobby Long,2004,7.1,"$164,308","$2,039,526"
4528,0221637,The Third Society,2002,5.9,,
4529,0331632,Scooby-Doo 2: Monsters Unleashed,2004,5.2,"$80,000,000 (estimated)","$181,239,132"
4530,0350028,Raising Helen,2004,6.0,"$50,000,000 (estimated)","$49,718,611"
4531,0373074,Kung Fu Hustle,2004,7.7,"$20,000,000 (estimated)","$104,882,445"
4532,0423866,3-Iron,2004,7.9,"$1,000,000 (estimated)","$3,403,957"
4533,0390205,Once Upon a Time in High School: The Spirit of Jeet Kune Do,2004,7.4,"$1,000,000 (estimated)","$3,403,957"
4534,0375679,Crash,2004,7.7,"$6,500,000 (estimated)","$98,410,061"
4535,0391198,The Grudge,2004,5.9,"$10,000,000 (estimated)","$187,281,115"
4536,0337563,13 Going on 30,2004,6.3,"$37,000,000 (estimated)","$96,455,697"
4537,0378661,They Came Back,2004,5.8,,
4538,0381348,The Place Promised in Our Early Days,2004,6.9,,
4539,0338479,Tales from the Crapper,2004,3.9,,
4540,0338348,The Polar Express,2004,6.6,"$165,000,000 (estimated)","$316,897,787"
4541,0375912,Layer Cake,2004,7.3,"£4,000,000 (estimated)","$11,850,214"
4542,0345074,Connie and Carla,2004,6.2,"$27,000,000 (estimated)","$11,341,016"
4543,0339072,Gladiatress,2004,4.2,,
4544,0403358,Night Watch,2004,6.4,"$4,200,000 (estimated)","$50,336,279"
4545,0353489,Ginger Snaps 2: Unleashed,2004,6.4,"$3,500,000 (estimated)","$943,625"
4546,0381707,White Chicks,2004,5.7,"$37,000,000 (estimated)","$113,100,873"
4547,0167190,Hellboy,2004,6.8,"$66,000,000 (estimated)","$99,378,985"
4548,0415819,The Guy Was Cool,2004,6.2,"$66,000,000 (estimated)","$99,378,985"
4549,0414923,Crimes of Fashion,2004,4.7,,
4550,0362270,The Life Aquatic with Steve Zissou,2004,7.2,"$50,000,000 (estimated)","$34,809,623"
4551,0299172,Home on the Range,2004,5.4,"$110,000,000 (estimated)","$145,358,062"
4552,1469259,Bratz the Video: Starrin' & Stylin',2004,5.5,,
4553,0316732,Taxi,2004,4.5,"$25,000,000 (estimated)","$71,255,003"
4554,0349416,Eulogy,2004,6.5,"$6,500,000 (estimated)","$89,781"
4555,0363988,Secret Window,2004,6.5,"$40,000,000 (estimated)","$92,913,171"
4556,0361696,Raise Your Voice,2004,5.8,"$15,000,000 (estimated)","$14,867,514"
4557,0439491,Caribe,2004,6.0,"$15,000,000 (estimated)","$14,867,514"
4558,0361411,Bride & Prejudice,2004,6.2,"$7,000,000 (estimated)","$24,716,440"
4559,0435224,Nemmeno il destino,2004,7.0,"$7,000,000 (estimated)","$24,716,440"
4560,0399412,Nina,2004,6.6,"$7,000,000 (estimated)","$24,716,440"
4561,0367000,Saint Ange,2004,5.0,"€5,320,000 (estimated)","$6,782,283"
4562,0381966,Creep,2004,5.6,"£5,000,000 (estimated)","$7,480,424"
4563,0300270,The Holy Girl,2004,6.7,"$1,400,000 (estimated)","$1,261,792"
4564,0368447,The Village,2004,6.6,"$60,000,000 (estimated)","$256,697,520"
4565,0317198,Bridget Jones: The Edge of Reason,2004,6.0,"$40,000,000 (estimated)","$265,126,918"
4566,0307453,Shark Tale,2004,6.0,"$75,000,000 (estimated)","$374,583,879"
4567,0439623,In Search of Santa,2004,4.5,"$75,000,000 (estimated)","$374,583,879"
4568,0409842,Corpses,2004,3.4,,
4569,0381681,Before Sunset,2004,8.1,"$2,700,000 (estimated)","$15,849,759"
4570,0364725,Dodgeball: A True Underdog Story,2004,6.7,"$20,000,000 (estimated)","$168,423,227"
4571,0290002,Meet the Fockers,2004,6.3,"$80,000,000 (estimated)","$522,657,936"
4572,0368891,National Treasure,2004,6.9,"$100,000,000 (estimated)","$347,512,318"
4573,0382761,Jennifer's Shadow,2004,4.4,"$100,000,000 (estimated)","$347,512,318"
4574,0412915,The Librarian: Quest for the Spear,2004,6.2,,
4575,0367479,After the Sunset,2004,6.2,"$60,000,000 (estimated)","$62,657,868"
4576,0364045,Taking Lives,2004,6.2,"$45,000,000 (estimated)","$65,470,529"
4577,0377752,Dear Frankie,2004,7.7,"$18,025","$1,656,829"
4578,0300051,Jersey Girl,2004,6.2,"$35,000,000 (estimated)","$35,492,921"
4579,0387658,Bionicle 2: Legends of Metru Nui,2004,5.9,"$35,000,000 (estimated)","$35,492,921"
4580,0361862,The Machinist,2004,7.7,"$5,000,000 (estimated)","$8,203,235"
4581,0314498,The Perfect Score,2004,5.6,"$40,000,000 (estimated)","$10,898,337"
4582,0384533,She Hate Me,2004,5.3,"$8,000,000 (estimated)","$1,526,951"
4583,0340012,Being Julia,2004,7.0,"$18,000,000 (estimated)","$14,339,171"
4584,0346491,Alexander,2004,5.6,"$155,000,000 (estimated)","$167,298,192"
4585,0440803,Shutter,2004,7.0,"$155,000,000 (estimated)","$167,298,192"
4586,0388419,Christmas with the Kranks,2004,5.4,"$60,000,000 (estimated)","$96,593,018"
4587,0420332,Veer-Zaara,2004,7.8,"$7,000,000 (estimated)","$6,887,221"
4588,0367110,Swades,2004,8.2,"$1,223,240","$1,953,889"
4589,0364751,Without a Paddle,2004,5.8,"$19,000,000 (estimated)","$73,029,190"
4590,0431340,Puppet Master vs Demonic Toys,2004,3.8,"$19,000,000 (estimated)","$73,029,190"
4591,0318403,The Lion King 1½,2004,6.5,"$19,000,000 (estimated)","$73,029,190"
4592,0304377,Mango Kiss,2004,4.6,,
4593,0426955,Barbie as The Princess and the Pauper,2004,6.9,,
4594,0337697,The Prince and Me,2004,5.8,"$22,000,000 (estimated)","$37,666,766"
4595,0459175,All the Ships at Sea,2004,7.2,,
4596,0411705,9 Songs,2004,4.8,"£1,000,000 (estimated)","$1,590,308"
4597,0348593,The Door in the Floor,2004,6.6,"$7,500,000 (estimated)","$6,715,067"
4598,0476680,Naruto the Movie: Ninja Clash in the Land of Snow,2004,6.6,"$7,500,000 (estimated)","$6,715,067"
4599,0369702,The Sea Inside,2004,8.0,"€10,000,000 (estimated)","$43,731,621"
4600,0419677,Dead Man's Shoes,2004,7.6,"£695,393 (estimated)","$203,450"
4601,0364961,The Assassination of Richard Nixon,2004,6.9,"$708,776","$4,426,087"
4602,0390450,Blessed,2004,4.2,,
4603,0403703,Yu-Gi-Oh!: The Movie - Pyramid of Light,2004,4.9,"$20,000,000 (estimated)","$29,266,490"
4604,0374180,Romasanta,2004,5.2,"€4,500,000 (estimated)","$813,586"
4605,0368658,Stage Beauty,2004,7.1,"$782,383","$2,307,092"
4606,0345950,The SpongeBob SquarePants Movie,2004,7.1,"$30,000,000 (estimated)","$141,067,127"
4607,0368975,Sleepover,2004,5.3,"$10,000,000 (estimated)","$10,143,022"
4608,0328400,A Separate Peace,2004,5.4,"$10,000,000 (estimated)","$10,143,022"
4609,0384369,Before the Fall,2004,7.4,"$144,254","$3,764,219"
4610,0372334,House of D,2004,6.8,"$6,000,000 (estimated)","$389,866"
4611,0297284,Mindhunters,2004,6.3,"$27,000,000 (estimated)","$21,148,829"
4612,0317042,One Point O,2004,6.0,,
4613,0338096,Dirty Dancing: Havana Nights,2004,5.9,"$25,000,000 (estimated)","$27,685,016"
4614,0330793,The Punisher,2004,6.4,"$33,000,000 (estimated)","$54,700,105"
4615,0359013,Blade: Trinity,2004,5.8,"$65,000,000 (estimated)","$131,977,904"
4616,0408777,The Edukators,2004,7.4,"$175,493","$8,152,859"
4617,0335345,The Passion of the Christ,2004,7.2,"$30,000,000 (estimated)","$612,054,506"
4618,0370919,Hungarian Vagabond,2004,5.5,"HUF 400,000,000 (estimated)","$904,080"
4619,0379071,Stop Mom Teresa!,2004,5.4,"$1,000,000 (estimated)","$500,296"
4620,0349260,In My Country,2004,6.0,"$12,000,000 (estimated)","$1,491,434"
4621,0415855,Hotel,2004,5.6,"$12,000,000 (estimated)","$1,491,434"
4622,0330588,MXP: Most Xtreme Primate,2004,4.2,"$12,000,000 (estimated)","$1,491,434"
4623,0410696,Stuck in the Suburbs,2004,5.5,"$12,000,000 (estimated)","$1,491,434"
4624,0367085,Soul Plane,2004,4.5,"$16,000,000 (estimated)","$14,821,824"
4625,0435286,Pokémon the Movie: Destiny Deoxys,2004,6.0,"¥10,203,000 (estimated)","$34,337,258"
4626,0351977,Walking Tall,2004,6.2,"$46,000,000 (estimated)","$57,223,890"
4627,0360779,Marseille,2004,6.4,,
4628,0384116,G.O.R.A.,2004,8.0,"$5,000,000 (estimated)","$20,839,049"
4629,0361467,Confessions of a Teenage Drama Queen,2004,4.7,"$15,000,000 (estimated)","$33,251,890"
4630,0372832,Skeleton Man,2004,2.1,"$15,000,000 (estimated)","$33,251,890"
4631,0356150,EuroTrip,2004,6.6,"$25,000,000 (estimated)","$22,605,153"
4632,0421051,Daniel the Wizard,2004,1.2,,
4633,0459449,M. Kumaran S/O Mahalakshmi,2004,7.1,,
4634,0334541,Tremors 4: The Legend Begins,2004,5.3,,
4635,0167456,Thunderbirds,2004,4.3,"$57,000,000 (estimated)","$28,283,637"
4636,0439533,Dead Leaves,2004,7.1,,
4637,0435434,Suwingu gâruzu,2004,7.5,"¥500,000,000 (estimated)","$18,758,613"
4638,0356634,Garfield,2004,5.0,"$50,000,000 (estimated)","$203,172,417"
4639,0423849,Balto III: Wings of Change,2004,6.1,"$50,000,000 (estimated)","$203,172,417"
4640,0425357,The Pleasure Drivers,2006,4.3,,
4641,0448179,Wild Things: Diamonds in the Rough,2005,4.5,,
4642,0372784,Batman Begins,2005,8.2,"$150,000,000 (estimated)","$373,672,993"
4643,0401792,Sin City,2005,8.0,"$40,000,000 (estimated)","$158,733,820"
4644,0371724,The Hitchhiker's Guide to the Galaxy,2005,6.7,"$50,000,000 (estimated)","$104,478,416"
4645,0434409,V for Vendetta,2005,8.2,"$54,000,000 (estimated)","$134,686,457"
4646,0358082,Robots,2005,6.4,"$75,000,000 (estimated)","$262,511,490"
4647,0358273,Walk the Line,2005,7.8,"$28,000,000 (estimated)","$186,797,986"
4648,0379786,Serenity,2005,7.8,"$39,000,000 (estimated)","$40,445,129"
4649,0398712,Assault on Precinct 13,2005,6.3,"$30,000,000 (estimated)","$35,294,470"
4650,0373469,Kiss Kiss Bang Bang,2005,7.5,"$15,000,000 (estimated)","$15,785,148"
4651,0418763,Jarhead,2005,7.0,"$72,000,000 (estimated)","$97,076,152"
4652,0407265,Transamerica,2005,7.4,"$1,000,000 (estimated)","$15,151,744"
4653,0400497,Herbie Fully Loaded,2005,4.9,"$50,000,000 (estimated)","$144,146,816"
4654,0424205,Joyeux Noel,2005,7.7,"€18,151,814 (estimated)","$17,709,155"
4655,0418773,Junebug,2005,6.9,"$1,000,000 (estimated)","$3,399,228"
4656,0331933,Man of the House,2005,5.4,"$40,000,000 (estimated)","$21,577,624"
4657,0435625,The Descent,2005,7.2,"£3,500,000 (estimated)","$57,130,027"
4658,0427944,Thank You for Smoking,2005,7.5,"$6,500,000 (estimated)","$39,323,027"
4659,0424136,Hard Candy,2005,7.0,"$950,000 (estimated)","$7,022,209"
4660,0433383,"Good Night, and Good Luck.",2005,7.4,"$7,000,000 (estimated)","$54,641,191"
4661,0382077,Hide and Seek,2005,5.9,"$30,000,000 (estimated)","$127,369,981"
4662,0399201,The Island,2005,6.8,"$126,000,000 (estimated)","$162,949,164"
4663,0393109,Brick,2005,7.2,"$475,000 (estimated)","$3,947,579"
4664,0435623,Conversations with Other Women,2005,6.9,"$450,000 (estimated)","$982,814"
4665,0121766,Star Wars: Episode III - Revenge of the Sith,2005,7.6,"$113,000,000 (estimated)","$868,390,560"
4666,0240200,Water,2005,7.7,"$5,529,144","$13,014,956"
4667,0360717,King Kong,2005,7.2,"$207,000,000 (estimated)","$556,906,378"
4668,0421994,Imagine Me & You,2005,6.7,"$7,900,000 (estimated)","$2,635,305"
4669,0451094,Lady Vengeance,2005,7.5,"₩4,200,000,000 (estimated)","$23,834,149"
4670,0395972,North Country,2005,7.3,"$35,000,000 (estimated)","$25,211,175"
4671,0380599,Oliver Twist,2005,6.8,"$60,000,000 (estimated)","$42,580,321"
4672,0405422,The 40-Year-Old Virgin,2005,7.1,"$26,000,000 (estimated)","$177,378,645"
4673,0397101,The Skeleton Key,2005,6.5,"$43,000,000 (estimated)","$93,983,911"
4674,0412019,Broken Flowers,2005,7.2,"$10,000,000 (estimated)","$47,329,961"
4675,0402894,Casanova,2005,6.5,"$11,304,403","$37,691,644"
4676,0478160,Into Great Silence,2005,7.3,"$790,452","$4,886,163"
4677,0426578,Sophie Scholl: The Final Days,2005,7.6,"$680,331","$10,804,315"
4678,0386140,The Legend of Zorro,2005,5.9,"$75,000,000 (estimated)","$142,400,065"
4679,0407304,War of the Worlds,2005,6.5,"$132,000,000 (estimated)","$603,873,119"
4680,0385307,Miss Congeniality 2: Armed & Fabulous,2005,5.1,"$45,000,000 (estimated)","$101,393,569"
4681,0363771,"The Chronicles of Narnia: The Lion, the Witch and the Wardrobe",2005,6.9,"$180,000,000 (estimated)","$745,013,115"
4682,0417658,Factotum,2005,6.6,"$1,000,000 (estimated)","$2,708,087"
4683,0432348,Saw II,2005,6.6,"$4,000,000 (estimated)","$147,748,505"
4684,0473753,Angel-A,2005,7.0,"€15,000,000 (estimated)","$9,995,168"
4685,0419706,Doom,2005,5.2,"$60,000,000 (estimated)","$58,072,119"
4686,0320661,Kingdom of Heaven,2005,7.2,"$130,000,000 (estimated)","$218,122,627"
4687,0422778,The Muppets' Wizard of Oz,2005,5.1,,
4688,0402399,The New World,2005,6.7,"$30,000,000 (estimated)","$49,334,775"
4689,0424287,The Mostly Unfabulous Social Life of Ethan Green,2005,6.1,"$153,122","$153,122"
4690,0121164,Corpse Bride,2005,7.3,"$40,000,000 (estimated)","$118,133,252"
4691,0425123,Just Like Heaven,2005,6.7,"$58,000,000 (estimated)","$102,854,431"
4692,0402022,Æon Flux,2005,5.4,"$62,000,000 (estimated)","$53,321,673"
4693,0387131,The Constant Gardener,2005,7.4,"$25,000,000 (estimated)","$82,468,097"
4694,0439817,Solntse,2005,7.3,"$77,303","$218,325"
4695,0388125,In Her Shoes,2005,6.5,"$32,880,591","$83,697,473"
4696,0367089,The Squid and the Whale,2005,7.3,"$1,500,000 (estimated)","$11,098,131"
4697,0348333,Waiting...,2005,6.7,"$3,000,000 (estimated)","$18,637,690"
4698,0456912,A Bittersweet Life,2005,7.5,"$3,000,000 (estimated)","$18,637,690"
4699,0405325,Sky High,2005,6.3,"$35,000,000 (estimated)","$86,369,815"
4700,0366627,The Jacket,2005,7.1,"$29,000,000 (estimated)","$21,733,230"
4701,0424774,The Adventures of Sharkboy and Lavagirl 3-D,2005,3.7,"$50,000,000 (estimated)","$71,992,655"
4702,0342258,Unleashed,2005,7.0,"$45,000,000 (estimated)","$50,871,113"
4703,0403508,The Sisterhood of the Traveling Pants,2005,6.5,"$25,000,000 (estimated)","$42,013,878"
4704,0421229,Mrs Palfrey at the Claremont,2005,7.6,"$750,000 (estimated)","$4,009,677"
4705,0478988,The Call of Cthulhu,2005,7.1,"$750,000 (estimated)","$4,009,677"
4706,0388795,Brokeback Mountain,2005,7.7,"$14,000,000 (estimated)","$178,062,759"
4707,0399295,Lord of War,2005,7.6,"$50,000,000 (estimated)","$72,617,068"
4708,0415978,Me and You and Everyone We Know,2005,7.2,"$800,000 (estimated)","$8,012,838"
4709,1016268,Enron: The Smartest Guys in the Room,2005,7.6,"$4,071,700","$4,854,164"
4710,0396269,Wedding Crashers,2005,7.0,"$40,000,000 (estimated)","$288,485,135"
4711,0421239,Red Eye,2005,6.5,"$26,000,000 (estimated)","$96,258,201"
4712,0338427,Shopgirl,2005,6.3,"$10,284,523","$11,675,161"
4713,0421054,Domino,2005,5.9,"$50,000,000 (estimated)","$22,984,628"
4714,0434124,Kinky Boots,2005,7.1,"$1,822,428","$9,950,133"
4715,0330373,Harry Potter and the Goblet of Fire,2005,7.7,"$150,000,000 (estimated)","$896,815,106"
4716,0352248,Cinderella Man,2005,8.0,"$88,000,000 (estimated)","$108,539,911"
4717,0471834,Nana,2005,7.1,"$88,000,000 (estimated)","$108,539,911"
4718,0361693,Happy Endings,2005,6.3,"$1,315,701","$1,682,206"
4719,0294870,Rent,2005,6.8,"$40,000,000 (estimated)","$31,670,620"
4720,0367594,Charlie and the Chocolate Factory,2005,6.7,"$150,000,000 (estimated)","$474,968,763"
4721,0474361,Sisters in Law,2005,7.3,"$33,312","$63,740"
4722,0408790,Flightplan,2005,6.3,"$55,000,000 (estimated)","$223,387,299"
4723,0369994,Strangers with Candy,2005,5.9,"$3,500,000 (estimated)","$2,254,124"
4724,0369441,Fun with Dick and Jane,2005,6.2,"$100,000,000 (estimated)","$204,681,899"
4725,0382628,Dark Water,2005,5.6,"$30,000,000 (estimated)","$68,357,079"
4726,0120667,Fantastic Four,2005,5.7,"$100,000,000 (estimated)","$333,535,934"
4727,0423409,Tristram Shandy,2005,6.7,"£2,800,000 (estimated)","$3,931,982"
4728,0357110,The Ballad of Jack and Rose,2005,6.5,"$1,500,000 (estimated)","$916,051"
4729,0393162,Coach Carter,2005,7.3,"$30,000,000 (estimated)","$76,669,554"
4730,0423651,Fingersmith,2005,7.8,,
4731,0410764,Tideland,2005,6.3,"$19,300,000 (estimated)","$566,611"
4732,0342272,Dear Wendy,2005,6.5,"DKK 50,000,000 (estimated)","$607,229"
4733,0443536,Hoodwinked,2005,6.5,"$30,000,000 (estimated)","$110,013,167"
4734,0420015,Nine Lives,2005,6.7,"$500,000 (estimated)","$1,591,523"
4735,0402158,Empire of the Wolves,2005,5.8,"€24,000,000 (estimated)","$12,373,145"
4736,0385700,Final Fantasy VII: Advent Children,2005,7.2,,
4737,0351283,Madagascar,2005,6.9,"$75,000,000 (estimated)","$542,063,846"
4738,0446719,Isolation,2005,5.6,"£2,900,000 (estimated)","$278,056"
4739,0397535,Memoirs of a Geisha,2005,7.3,"$85,000,000 (estimated)","$162,242,962"
4740,0410097,Hustle & Flow,2005,7.3,"$2,800,000 (estimated)","$23,563,727"
4741,0366780,Mirrormask,2005,6.7,"$4,000,000 (estimated)","$866,999"
4742,0377107,Proof,2005,6.7,"$20,000,000 (estimated)","$14,189,860"
4743,0356910,Mr. & Mrs. Smith,2005,6.5,"$110,000,000 (estimated)","$487,287,646"
4744,0395584,The Devil's Rejects,2005,6.7,"$7,000,000 (estimated)","$20,901,859"
4745,0435665,House of the Dead 2,2005,3.7,"$7,000,000 (estimated)","$20,901,859"
4746,0377109,The Ring Two,2005,5.4,"$50,000,000 (estimated)","$163,995,949"
4747,0396652,Ice Princess,2005,6.0,"$24,402,491","$27,645,491"
4748,0360486,Constantine,2005,7.0,"$100,000,000 (estimated)","$230,884,728"
4749,0450278,Hostel,2005,5.9,"$4,800,000 (estimated)","$81,979,826"
4750,0443295,"Yours, Mine & Ours",2005,5.4,"$45,000,000 (estimated)","$72,662,923"
4751,0372532,The Wedding Date,2005,6.1,"$15,000,000 (estimated)","$47,096,206"
4752,0441041,Legion of the Dead,2005,2.7,"$15,000,000 (estimated)","$47,096,206"
4753,0379725,Capote,2005,7.3,"$7,000,000 (estimated)","$49,327,405"
4754,0388500,Beauty Shop,2005,5.6,"$36,351,350","$37,245,453"
4755,0450982,Barbie: Fairytopia,2005,6.0,,
4756,0416320,Match Point,2005,7.6,"$15,000,000 (estimated)","$85,638,656"
4757,0386588,Hitch,2005,6.6,"$70,000,000 (estimated)","$371,594,210"
4758,0408961,Kids in America,2005,5.6,"$750,000 (estimated)","$537,667"
4759,0417001,Must Love Dogs,2005,5.9,"$30,000,000 (estimated)","$58,231,520"
4760,0448120,Single White Female 2: The Psycho,2005,4.1,"$30,000,000 (estimated)","$58,231,520"
4761,0417385,12 and Holding,2005,7.4,"$400,000 (estimated)","$119,195"
4762,0383222,BloodRayne,2005,2.9,"$25,000,000 (estimated)","$3,650,275"
4763,0398375,Rumor Has It...,2005,5.5,"$55,000,000 (estimated)","$88,933,562"
4764,0382992,Stealth,2005,5.1,"$135,000,000 (estimated)","$79,268,322"
4765,0473105,Vampire Bats,2005,4.2,,
4766,0414387,Pride & Prejudice,2005,7.8,"$28,000,000 (estimated)","$121,616,555"
4767,0415833,Hate Crime,2005,6.3,"$500,000 (estimated)","$40,758"
4768,0492571,Bratz Rock Angelz,2005,5.5,,
4769,0421238,The Proposition,2005,7.3,"$20,000,000 (estimated)","$5,048,693"
4770,0432291,The Fog,2005,3.7,"$18,000,000 (estimated)","$46,201,432"
4771,0372122,Adam & Steve,2005,5.8,"$309,404","$309,404"
4772,0408306,Munich,2005,7.5,"$70,000,000 (estimated)","$130,982,129"
4773,0404032,The Exorcism of Emily Rose,2005,6.7,"$19,000,000 (estimated)","$145,166,804"
4774,0374536,Bewitched,2005,4.8,"$85,000,000 (estimated)","$131,426,169"
4775,0419294,The Three Burials of Melquiades Estrada,2005,7.3,"$15,000,000 (estimated)","$12,045,362"
4776,0421528,20 centímetros,2005,6.6,"$6,635","$439,632"
4777,0257516,Cursed,2005,5.0,"$38,000,000 (estimated)","$29,621,722"
4778,0445620,Paradise Now,2005,7.4,"$2,000,000 (estimated)","$3,579,902"
4779,0384806,The Amityville Horror,2005,5.9,"$19,000,000 (estimated)","$107,516,369"
4780,0362165,Son of the Mask,2005,2.2,"$84,000,000 (estimated)","$59,981,548"
4781,0489134,Last Order: Final Fantasy VII,2005,7.2,,
4782,0439478,Boynton Beach Club,2005,6.5,"$1,500,000 (estimated)","$3,572,758"
4783,0422015,The Ax,2005,7.3,"$1,500,000 (estimated)","$3,572,758"
4784,0375210,White Noise,2005,5.5,"$10,000,000 (estimated)","$91,196,419"
4785,0369053,Separate Lies,2005,6.4,"$924,260","$3,452,023"
4786,0444653,Keeping Mum,2005,6.8,"$169,000 (estimated)","$18,586,834"
4787,0388482,Transporter 2,2005,6.3,"$32,000,000 (estimated)","$89,083,229"
4788,0419773,Gespenster,2005,6.8,,
4789,0418455,Adam's Apples,2005,7.7,"$1,305","$2,421,577"
4790,0357507,Boogeyman,2005,4.2,"$20,000,000 (estimated)","$67,192,859"
4791,0449092,Rings,2005,6.7,,
4792,0428038,Sweet Land,2005,7.1,"$1,000,000 (estimated)","$1,843,537"
4793,0423382,Tjenare kungen,2005,6.1,"$1,000,000 (estimated)","$1,843,537"
4794,0415679,Boy Eats Girl,2005,4.9,"$5,000,000 (estimated)","$130,051"
4795,0349349,Die You Zombie Bastards!,2005,4.2,"$5,000,000 (estimated)","$130,051"
4796,0415167,Mortuary,2005,4.1,"$5,000,000 (estimated)","$130,051"
4797,0355702,Lords of Dogtown,2005,7.1,"$25,000,000 (estimated)","$13,411,957"
4798,0406375,Zathura: A Space Adventure,2005,6.2,"$65,000,000 (estimated)","$65,079,104"
4799,0480345,Barbie and the Magic of Pegasus 3-D,2005,6.5,,
4800,0420509,The Aura,2005,7.2,"$58,804","$1,805,261"
4801,0457489,Star Wars: Revelations,2005,5.0,"$58,804","$1,805,261"
4802,0361089,Valiant,2005,5.5,"$35,000,000 (estimated)","$61,746,888"
4803,0455577,Kame wa igai to hayaku oyogu,2005,6.5,"$35,000,000 (estimated)","$61,746,888"
4804,0466405,XxxHOLiC the Movie: A Midsummer Night's Dream,2005,7.1,,
4805,0451957,Urban Legends: Bloody Mary,2005,4.1,,
4806,0384573,Swimmers,2005,6.4,"$34,812","$34,812"
4807,0368222,Romance & Cigarettes,2005,6.2,"$557,471","$2,935,242"
4808,0478976,Bad Reputation,2007,4.1,,
4809,0401085,C.R.A.Z.Y.,2005,7.9,"CA$6,500,000 (estimated)","$3,710,169"
4810,0422272,Fragile,2005,6.0,"€7,000,000 (estimated)","$6,680,926"
4811,0399146,A History of Violence,2005,7.4,"$32,000,000 (estimated)","$61,385,065"
4812,0451966,The Violin,2005,7.7,"$800,000 (estimated)","$1,186,247"
4813,0411195,Breakfast on Pluto,2005,7.2,"$828,699","$3,942,254"
4814,0456630,Reincarnation,2005,6.1,"$321,875","$4,664,641"
4815,0432325,The Cave of the Yellow Dog,2005,7.5,"€600,000 (estimated)","$3,447,214"
4816,0406158,"The Prize Winner of Defiance, Ohio",2005,7.2,"$12,000,000 (estimated)","$750,212"
4817,0398165,The Longest Yard,2005,6.4,"$82,000,000 (estimated)","$191,466,556"
4818,0451829,Naisu no mori: The First Contact,2005,6.6,,
4819,0412922,Little Manhattan,2005,7.4,"$385,373","$1,254,005"
4820,0395699,The Pacifier,2005,5.6,"$56,000,000 (estimated)","$198,636,868"
4821,0397065,House of Wax,2005,5.4,"$40,000,000 (estimated)","$68,766,121"
4822,0369735,Monster-in-Law,2005,5.5,"$43,000,000 (estimated)","$155,457,327"
4823,0357277,Elektra,2005,4.7,"$43,000,000 (estimated)","$56,995,646"
4824,0441761,Free Zone,2005,5.7,"€2,500,000 (estimated)","$427,083"
4825,0443231,Rofuto,2005,5.5,"$2,500,000 (estimated)","$23,703"
4826,0371606,Chicken Little,2005,5.7,"$150,000,000 (estimated)","$314,432,837"
4827,0416315,Wolf Creek,2005,6.2,"$1,000,000 (estimated)","$30,894,796"
4828,0468795,Linda Linda Linda,2005,7.5,"$1,000,000 (estimated)","$30,894,796"
4829,0413573,Grey's Anatomy,2005– ,7.6,,
4830,0756522,Little Einsteins,2005–2010,6.3,,
4831,0475169,13,2005,7.3,"$121,390","$795,223"
4832,0438575,West Bank Story,2005,7.2,"$121,390","$795,223"
4833,0380623,The Perfect Man,2005,5.4,"$10,000,000 (estimated)","$19,770,475"
4834,0430105,Four Brothers,2005,6.8,"$45,000,000 (estimated)","$92,374,674"
4835,0384286,Cry Wolf,2005,5.8,"$1,000,000 (estimated)","$32,586,408"
4836,0401398,Kronk's New Groove,2005,5.8,,
4837,0395251,The Producers,2005,6.3,"$45,000,000 (estimated)","$38,075,318"
4838,0467421,Twitches,2005,5.7,,
4839,0382810,Little Fish,2005,6.2,"$8,148","$3,248,506"
4840,0373450,Where the Truth Lies,2005,6.4,"$25,000,000 (estimated)","$3,487,678"
4841,0411098,All the Invisible Children,2005,7.4,"$25,000,000 (estimated)","$3,487,678"
4842,0371257,Stay,2005,6.7,"$50,000,000 (estimated)","$8,483,797"
4843,0414951,The Quiet,2005,6.2,"$900,000 (estimated)","$381,420"
4844,0402115,Just Sex and Nothing Else,2005,6.3,"$1,100,000 (estimated)","$1,112"
4845,0401385,Say Uncle,2005,5.7,"$650,000 (estimated)","$5,361"
4846,0418239,Tickets,2005,6.9,"$650,000 (estimated)","$5,361"
4847,0368709,Elizabethtown,2005,6.3,"$45,000,000 (estimated)","$52,164,016"
4848,0312004,The Curse of the Were-Rabbit,2005,7.5,"$30,000,000 (estimated)","$194,137,091"
4849,0428856,The Moustache,2005,6.6,"$244,771","$3,044,771"
4850,0431641,Azumi 2: Death or Love,2005,6.2,"$244,771","$3,044,771"
4851,0377309,Survival Island,2005,4.9,"$9,000,000 (estimated)","$558,764"
4852,0449869,Chandramukhi,2005,7.2,"$9,000,000 (estimated)","$558,764"
4853,0393685,Santa's Slay,2005,5.3,"$9,000,000 (estimated)","$558,764"
4854,0422093,Diary of a Mad Black Woman,2005,5.7,"$5,500,000 (estimated)","$50,652,203"
4855,0356680,The Family Stone,2005,6.3,"$18,000,000 (estimated)","$92,884,429"
4856,0387808,Idiocracy,2006,6.5,"$2,400,000 (estimated)","$495,303"
4857,0458352,The Devil Wears Prada,2006,6.9,"$35,000,000 (estimated)","$326,706,115"
