,imdbid,title,year,imdb_rating,estimated budget,world gross,id,year_y,bechdel_rating
250,0022208,Night Nurse,1931,7.0,,,636.0,1931.0,3.0
251,0021884,Frankenstein,1931,7.8,"$291,000 (estimated)","$1,626",1317.0,1931.0,1.0
252,0023196,Mata Hari,1931,6.6,,,1333.0,1931.0,3.0
253,0022458,Tabu: A Story of the South Seas,1931,7.4,,,1633.0,1931.0,0.0
254,0022000,Indiscreet,1931,6.2,,,1828.0,1931.0,3.0
255,0022054,The Last Flight,1931,6.9,,,1956.0,1931.0,0.0
256,0022251,Pardon Us,1931,6.8,,,1974.0,1931.0,0.0
257,0021814,Dracula,1931,7.4,"$355,000 (estimated)","$85,204",1985.0,1931.0,2.0
258,0022158,Monkey Business,1931,7.4,,,2384.0,1931.0,1.0
259,0021749,City Lights,1931,8.5,"$1,500,000 (estimated)","$50,419",2705.0,1931.0,3.0
260,0022074,The Smiling Lieutenant,1931,7.2,,,4243.0,1931.0,2.0
261,0021735,The Cheat,1931,6.3,,,5741.0,1931.0,3.0
262,0022286,The Public Enemy,1931,7.6,"$1,011,520","$1,214,260",5934.0,1931.0,3.0
263,0021739,La Chienne,1931,7.5,,,6030.0,1931.0,3.0
264,0022599,À Nous la Liberté,1931,7.4,,,6031.0,1931.0,1.0
265,0021079,Little Caesar,1931,7.2,,,6043.0,1931.0,1.0
266,0022395,The Skin Game,1931,5.7,,,7294.0,1931.0,3.0
267,0023395,East of Shanghai,1931,5.7,,,7296.0,1931.0,2.0
268,0021746,Cimarron,1931,5.8,,,8467.0,1931.0,3.0
269,0021985,Hyppolit a lakáj,1931,7.7,,,8557.0,1931.0,1.0
270,0022397,Skippy,1931,6.3,,,9095.0,1931.0,3.0
271,0021730,The Champ,1931,7.3,,,9110.0,1931.0,1.0
272,0023042,I Am a Fugitive from a Chain Gang,1932,8.2,,,1318.0,1932.0,1.0
273,0022958,Grand Hotel,1932,7.3,,,1328.0,1932.0,3.0
274,0022614,The Age of Consent,1932,6.0,,,1983.0,1932.0,2.0
275,0023027,Horse Feathers,1932,7.5,,,2383.0,1932.0,1.0
276,0023694,White Zombie,1932,6.2,,,2550.0,1932.0,0.0
277,0022718,Boudu Saved from Drowning,1932,7.3,,,2767.0,1932.0,1.0
278,0023634,"I Was Born, But...",1932,7.9,,,3530.0,1932.0,1.0
279,0023238,The Most Dangerous Game,1932,7.1,,,3658.0,1932.0,0.0
280,0022913,Freaks,1932,7.8,"$310,607 (estimated)","$4,072",3659.0,1932.0,2.0
281,0024188,Island of Lost Souls,1932,7.4,"$310,607 (estimated)","$4,072",3844.0,1932.0,1.0
282,0023293,The Old Dark House,1932,7.0,"$25,678","$34,649",4775.0,1932.0,3.0
283,0023213,Merrily We Go to Hell,1932,6.9,,,5742.0,1932.0,3.0
284,0022940,The Girl from Calgary,1932,5.3,,,5783.0,1932.0,2.0
285,0023649,Vampyr,1932,7.4,,,5910.0,1932.0,3.0
286,0023458,Shanghai Express,1932,7.3,,,5929.0,1932.0,3.0
287,0023590,Three on a Match,1932,7.1,,,6051.0,1932.0,3.0
288,0023158,Love Me Tonight,1932,7.5,,,6052.0,1932.0,2.0
289,0023427,Scarface,1932,7.7,,,6063.0,1932.0,1.0
290,0023385,Red-Headed Woman,1932,7.0,,,6092.0,1932.0,3.0
291,0023935,The Death Kiss,1932,6.0,,,6176.0,1932.0,1.0
292,0023582,Thirteen Women,1932,6.2,,,6852.0,1932.0,3.0
293,0022694,The Blue Light,1932,6.8,,,6990.0,1932.0,1.0
294,0023285,Number 17,1932,5.7,,,7301.0,1932.0,0.0
295,0023814,The Bitter Tea of General Yen,1932,6.9,,,10705.0,1932.0,3.0
296,0024028,Footlight Parade,1933,7.5,,,802.0,1933.0,3.0
297,0024481,Queen Christina,1933,7.5,,,1330.0,1933.0,3.0
298,0024473,The Private Life of Henry VIII,1933,7.0,,,1248.0,1933.0,1.0
299,0024216,King Kong,1933,7.9,"$670,000 (estimated)",$651,2229.0,1933.0,0.0
300,0024264,Little Women,1933,7.2,"$670,000 (estimated)",$651,2231.0,1933.0,3.0
301,0023753,Alice in Wonderland,1933,6.3,,,3188.0,1933.0,3.0
302,0024727,The Vampire Bat,1933,5.7,,,3210.0,1933.0,3.0
303,0024034,42nd Street,1933,7.3,"$439,000 (estimated)","$1,600",4335.0,1933.0,3.0
304,0023932,Day of Reckoning,1933,6.5,,,5029.0,1933.0,3.0
305,0023969,Duck Soup,1933,7.8,,,5185.0,1933.0,1.0
306,0024679,Tomorrow at Seven,1933,5.7,,,5752.0,1933.0,3.0
307,0024069,Gold Diggers of 1933,1933,7.7,,,5916.0,1933.0,3.0
308,0024008,Female,1933,6.7,,,6056.0,1933.0,3.0
309,0024625,A Study in Scarlet,1933,5.5,,,6193.0,1933.0,3.0
310,0024432,The Peanut Vendor,1933,6.1,,,6205.0,1933.0,0.0
311,0024184,The Invisible Man,1933,7.6,"$328,033 (estimated)","$27,105",7450.0,1933.0,1.0
312,0023775,Baby Face,1933,7.5,"$328,033 (estimated)","$27,105",7528.0,1933.0,3.0
313,0023940,Design for Living,1933,7.4,,,8346.0,1933.0,1.0
314,0023876,Cavalcade,1933,5.8,,,8477.0,1933.0,3.0
315,0024210,The Kennel Murder Case,1933,6.9,,,10492.0,1933.0,1.0
316,0024548,She Done Him Wrong,1933,6.3,,,10702.0,1933.0,2.0
317,0024601,Sons of the Desert,1933,7.5,,,10714.0,1933.0,3.0
318,0025316,It Happened One Night,1934,8.1,"$325,000 (estimated)","$11,477",621.0,1934.0,3.0
319,0024961,The Cat's-Paw,1934,6.6,"$325,000 (estimated)","$11,477",1324.0,1934.0,1.0
320,0025746,The Scarlet Empress,1934,7.5,"$900,000 (estimated)","$3,353",1325.0,1934.0,3.0
321,0025617,The Painted Veil,1934,6.5,"$900,000 (estimated)","$3,353",1329.0,1934.0,1.0
322,0025004,The Count of Monte Cristo,1934,7.4,"$900,000 (estimated)","$3,353",1246.0,1934.0,1.0
323,0025586,Of Human Bondage,1934,7.0,,,1379.0,1934.0,1.0
324,0024844,L'Atalante,1934,7.8,,,1795.0,1934.0,0.0
325,0025423,The Lost Patrol,1934,6.8,,,1969.0,1934.0,0.0
326,0025822,Spitfire,1934,5.4,,,4443.0,1934.0,3.0
327,0025465,Maniac,1934,3.7,,,4702.0,1934.0,3.0
328,0024831,Anne of Green Gables,1934,7.0,,,5319.0,1934.0,3.0
329,0025424,Lost in the Stratosphere,1934,4.3,,,5523.0,1934.0,2.0
330,0025755,Search for Beauty,1934,6.1,,,5821.0,1934.0,3.0
331,0025091,Evelyn Prentice,1934,6.8,,,6772.0,1934.0,3.0
332,0025452,The Man Who Knew Too Much,1934,6.7,,,7304.0,1934.0,3.0
333,0025301,Imitation of Life,1934,7.5,,,7999.0,1934.0,3.0
334,0025543,Mystery Liner,1934,4.6,,,8653.0,1934.0,0.0
335,0027125,Top Hat,1935,7.7,"$609,000 (estimated)","$5,541",595.0,1935.0,2.0
336,0026029,The 39 Steps,1935,7.6,"£50,000 (estimated)","$51,711",1242.0,1935.0,3.0
337,0026071,Anna Karenina,1935,7.0,"£50,000 (estimated)","$51,711",1261.0,1935.0,2.0
