,title,id,year,rating,imdbid
7949,Fifty Shades of Grey,6113,2015,3,2322441
7950,"DUFF, The",6125,2015,3,1666801
7951,Bad Hair Day,6132,2015,3,3856042
7952,Chappie,6134,2015,1,1823672
7953,Cinderella,6152,2015,3,1661199
7954,"Three Es, The",6156,2015,3,4247740
7955,Insurgent,6157,2015,3,2908446
7956,Tod den Hippies!! Es lebe der Punk!,6163,2015,1,3397082
7957,"Lazarus Effect, The",6166,2015,3,2918436
7958,Furious 7,6186,2015,3,2820852
7959,La Passion d&#39;Augustine,6187,2015,3,4392438
7960,"Liza, the fox fairy",6190,2015,3,2210769
7961,Ghosthunters,6197,2015,3,3711622
7962,Avengers: Age of Ultron,6217,2015,3,2395427
7963,Do You Believe?,6222,2015,3,4056738
7964,True Story,6223,2015,1,2273657
7965,Suffragette,6226,2015,3,3077214
7966,Septembers of Shiraz,6227,2015,3,3661298
7967,Bound,6229,2015,3,4145324
7968,Pitch Perfect 2,6284,2015,3,2848292
7969,Far From the Madding Crowd,6237,2015,3,2935476
7970,Mad Max: Fury Road,6242,2015,3,1392190
7971,Almost Mercy,6283,2015,2,3480446
7972,Focus,6254,2015,1,2381941
7973,Inside Out,6255,2015,3,2096673
7974,L&#39;antiquaire,6259,2015,3,4000768
7975,Dora oder Die sexuellen Neurosen unserer Eltern,6260,2015,3,4265878
7976,Hedi Schneider steckt fest,6261,2015,3,3707396
7977,Spy,6265,2015,3,3079380
7978,Tomorrowland,6267,2015,3,1964418
7979,"Age of Adaline, The",6269,2015,3,1655441
7980,A Little Chaos,6271,2015,3,2639254
7981,Drunk Wedding,6275,2015,2,1950135
7982,World of Tomorrow,6277,2015,3,4171032
7983,Kung Fury,6278,2015,2,3472226
7984,La loi du march&eacute;,6279,2015,1,4428814
7985,San Andreas,6281,2015,3,2126355
7986,Predator Dark Ages,6282,2015,0,4171544
7987,Woman in Gold,6288,2015,3,2404425
7988,Bessie,6291,2015,3,3704352
7989,Insidious: Chapter 3,6292,2015,3,3195644
7990,Battledream Chronicle,6294,2015,3,4714032
7991,"Un peu, beaucoup, aveuglement!",6296,2015,3,4466936
7992,Last Knights,6297,2015,1,2493486
7993,Run All Night,6299,2015,1,2199571
7994,VANish,6300,2015,1,3058674
7995,Entourage,6303,2015,2,1674771
7996,Jurassic World,6306,2015,3,369610
7997,Maend &amp; hons,6316,2015,1,3877674
7998,Shaun the Sheep Movie,6329,2015,0,2872750
7999,"Reason I Shop Online, The",6321,2015,3,4780834
8000,Testament of Youth,6322,2015,3,1441953
8001,"Gunman, The",6328,2015,1,2515034
8002,Get Hard,6325,2015,1,2561572
8003,"Phoenix Project, The",6330,2015,0,3430042
8004,Titli,6334,2015,0,3019620
8005,"Four Warriors, The",6336,2015,1,4026600
8006,Minions,6338,2015,3,2293640
8007,Terminator Genisys,6340,2015,0,1340138
8008,Justice League: Throne of Atlantis,6342,2015,3,3878542
8009,Victoria,6343,2015,0,4226388
8010,Ted 2,6350,2015,1,2637276
8011,Child 44,6354,2015,2,1014763
8012,Mustang,6355,2015,3,3966404
8013,"Overnight, The",6356,2015,3,3844362
8014,Trainwreck,6357,2015,3,3152624
8015,Ant-Man,6359,2015,2,478970
8016,"Second Best Exotic Marigold Hotel, The",6361,2015,3,2555736
8017,Slow West,6364,2015,0,3205376
8018,Taxi,6365,2015,3,4359416
8019,Southpaw,6366,2015,2,1798684
8020,Pixels,6367,2015,1,2120120
8021,Barely Lethal,6369,2015,3,1731701
8022,Magic Mike XXL,6372,2015,3,2268016
8023,Irrational Man,6375,2015,2,3715320
8024,Next Stop L.A.,6376,2015,3,4895704
8025,Grandma,6383,2015,3,4270516
8026,Descendants,6386,2015,3,3440298
8027,Papertowns,6388,2015,2,3622592
8028,Mission: Impossible - Rogue Nation,6389,2015,0,2381249
8029,Tangerine,6390,2015,3,3824458
8030,Fantastic Four,6392,2015,0,1502712
8031,Trust Fund,6393,2015,3,3969208
8032,Teen Beach 2,6399,2015,3,3764966
8033,Timelike,6404,2015,3,4897214
8034,"Man from U.N.C.L.E., The",6407,2015,3,1638355
8035,"End of the Tour, The",6409,2015,1,3416744
8036,Ricki and the Flash,6410,2015,3,3623726
8037,Que Horas Ela Volta?,6412,2015,3,3742378
8038,Il racconto dei racconti,6418,2015,3,3278330
8039,I&#39;ll See You in My Dreams,6419,2015,3,3236120
8040,Madame Bovary,6422,2015,2,2334733
8041,Self/less,6424,2015,1,2140379
8042,Batman Unlimited: Animal Instincts,6426,2015,1,4437640
8043,Mr. Holmes,6430,2015,1,3168230
8044,Bloodsucking Bastards,6438,2015,2,3487994
8045,"little prince, The",6434,2015,3,1754656
8046,Straight Outta Compton,6435,2015,1,1398426
8047,Me and Earl and the Dying Girl,6436,2015,3,2582496
8048,"Perfect Guy, The",6447,2015,2,3862750
8049,Until Dawn,6449,2015,3,2742544
8050,Maze Runner: The Scorch Trials,6457,2015,3,4046784
8051,Hotel Transylvania 2,6487,2015,3,2510894
8052,American Ultra,6472,2015,1,3316948
8053,"Martian, The",6466,2015,3,3659388
8054,Aloha,6467,2015,3,1243974
8055,Just Jim,6469,2015,1,3291148
8056,Sicario,6470,2015,0,3397884
8057,Pawn Sacrifice,6475,2015,1,1596345
8058,"Green Inferno, The",6478,2015,3,2403021
8059,Dope,6479,2015,1,3850214
8060,My Little Pony: Equestria Girls - Friendship Games,6482,2015,3,4450396
8061,Black Mass,6486,2015,1,1355683
8062,"Final Girls, The",6489,2015,3,2118624
8063,Crimson Peak,6494,2015,3,2554274
8064,Vice,6495,2015,3,3480796
8065,Bridge of Spies,6502,2015,1,3682448
8066,Steve Jobs,6506,2015,3,2080374
8067,Goosebumps,6508,2015,2,1051904
8068,"Walk, The",6510,2015,1,3488710
8069,Spectre,6519,2015,1,2379713
8070,"Ridiculous 6, The",6597,2015,2,2479478
8071,"Murder Pact, The",6521,2015,3,4298966
8072,AfterDeath,6530,2015,3,2710826
8073,Schneider vs. Bax,6532,2015,2,3430416
8074,Wo shi zheng ren,6537,2015,0,4979652
8075,"Peanuts Movie, The",6548,2015,3,2452042
8076,Brooklyn,6549,2015,3,2381111
8077,Victor Frankenstein,6557,2015,0,1976009
8078,"Good Dinosaur, The",6558,2015,3,1979388
8079,"Hunger Games: Mockingjay - Part 2, The",6560,2015,3,1951266
8080,Carol,6563,2015,3,2402927
8081,Trumbo,6565,2015,3,3203606
8082,"Dressmaker, The",6566,2015,3,2910904
8083,"Revenant, The",6567,2015,0,1663202
8084,Blackhat,6572,2015,1,2717822
8085,Angry Indian Goddesses,6581,2015,3,3368222
8086,Room,6584,2015,3,3170832
8087,Feeheld,6622,2015,3,1658801
8088,Creed,6588,2015,2,3076658
8089,In the Heart of the Sea,6589,2015,1,1390411
8090,"Hollow, The",6593,2015,3,4472596
8091,Love the Coopers,6595,2015,3,2279339
8092,Vacation,6596,2015,3,1524930
8093,Krampus,6601,2015,3,3850590
8094,Sisters,6609,2015,3,1850457
8095,Star Wars: The Force Awakens,6610,2015,3,2488496
8096,Pan,6611,2015,1,3332064
8097,By the Sea,6612,2015,3,3707106
8098,Hidden,6613,2015,3,2131532
8099,"Lobster, The",6614,2015,3,3464902
8100,Mistres America,6619,2015,3,2872462
8101,"Hateful Eight, The",6628,2015,3,3460252
8102,Point Break,6632,2015,0,2058673
8103,Concussion,6633,2015,1,3322364
8104,Dolly Parton&#39;s Coat of Many Colors,6634,2015,3,4767274
8105,Joy,6635,2015,3,2446980
8106,Stitcher,6636,2015,0,4858280
8107,Macbeth,6637,2015,1,2884018
8108,"Intern, The",6643,2015,3,2361509
8109,Captive,6644,2015,3,3268668
8110,"Big Short, The",6648,2015,1,1596363
8111,Man Up,6649,2015,3,3064298
8112,Daddy&#39;s Home,6651,2015,1,1528854
8113,"Danish Girl, The",6655,2015,3,810819
8114,Chi-Raq,6660,2015,3,4594834
8115,Mythica: The Darkspore,6661,2015,3,3478232
8116,This changes everything,6665,2015,3,1870548
8117,After the Ball,6667,2015,3,3717016
8118,Legend,6671,2015,3,3569230
8119,A Sort of Homecoming,6674,2015,3,3303652
8120,Bill,6715,2015,2,2978576
8121,Anamolisa,6677,2015,2,2401878
8122,"Transporter Refueled, The",6678,2015,3,2938956
8123,Comment c&#39;est loin,6683,2015,1,4576612
8124,"Last Witch Hunter, The",6684,2015,3,1618442
8125,Advantageous,6685,2015,3,3090670
8126,Uncanny,6692,2015,0,2321502
8127,Anna Unbound,6696,2015,3,4069042
8128,Miss You Already,6706,2015,3,2245003
8129,Spotlight,6707,2015,1,1895587
8130,Youth,6708,2015,1,3312830
8131,L&#39;attesa,6712,2015,3,3715122
8132,Temp&ecirc;te,6716,2015,1,3757648
8133,Queen of Earth,6717,2015,3,3993894
8134,Comoara,6719,2015,1,4515684
8135,Slow Learners,6723,2015,3,2537390
8136,Invisible Sister,6726,2015,3,4420110
8137,Little Big Master,6732,2015,3,4319698
8138,"Diary of a Teenage Girl, The",6737,2015,3,3172532
8139,Min lilla syster,6752,2015,3,4093680
8140,Till We Meet Again,6757,2015,3,2461340
8141,Meadowland,6767,2015,3,3529656
8142,"Meddler, The",6769,2015,3,4501454
8143,Marguerite,6770,2015,3,4428788
8144,Office,6771,2015,3,4392726
8145,Throne,6774,2015,3,4010918
8146,7 Letters,6775,2015,3,4691166
8147,"VVitch: A New-England Folktale, The",6777,2015,3,4263482
8148,Les ogres,6786,2015,3,4466872
8149,"Longest Ride, The",6787,2015,3,2726560
8150,Tiger House,6818,2015,3,2911674
8151,"Case of Hana and Alice, The",6823,2015,3,4125300
8152,Eye in the Sky,6836,2015,3,2057392
8153,Harbinger Down,6875,2015,3,3397918
8154,Anguish,6851,2015,3,3620762
8155,Baahubali: The Beginning,6855,2015,1,2631186
8156,Riaru onigokko,6866,2015,3,4439120
8157,Je suis un soldat,6868,2015,3,4485178
8158,Green Room,6887,2015,3,4062536
8159,A Country Called Home,6895,2015,3,3953626
8160,Family Fang,6889,2015,3,2097331
8161,Everest,6913,2015,2,2719848
8162,"Hello, My Name Is Doris",6925,2015,3,3766394
8163,A Perfect Day,6926,2015,2,3577624
8164,Sunset Song,6928,2015,3,2262161
8165,"Wave (B&oslash;lgen), The",6939,2015,3,3616916
8166,Z for Zachariah,6948,2015,0,1598642
8167,Max,6949,2015,3,3369806
8168,"Lady in the Van, The",6950,2015,3,3722070
8169,Experimenter,6955,2015,2,3726704
8170,Turbo Kid,6956,2015,1,3672742
8171,They Call Me Jeeg Robot,6959,2015,1,3775086
8172,Halal Love,6961,2015,3,5105218
8173,Maggie&#39;s Plan,6967,2015,3,3471098
8174,"Man Who Knew Infinity, The",6969,2015,0,787524
8175,Our Little Sister,6974,2015,3,3756788
8176,Equals,6982,2015,3,3289728
8177,Demolition,6985,2015,1,1172049
8178,"Visit, The",7015,2015,3,3567288
8179,"Bronze, The",7024,2015,3,3859304
8180,Jem and the Holograms,7029,2015,3,3614530
8181,Battle For Sevastopol,7041,2015,3,4084744
8182,Louder Than Bombs,7062,2015,1,2217859
8183,Survivor,7063,2015,3,3247714
8184,45 Years,7072,2015,3,3544082
8185,"Colony, The",7089,2015,3,4005402
8186,La belle saison,7091,2015,3,4080768
8187,Never Let Go,7178,2015,1,3833474
8188,Into the Forest,7102,2015,3,2625810
8189,Fourth Man Out,7111,2015,1,3978720
8190,Hrutar,7116,2015,1,3296658
8191,La memoria del agua,7132,2015,2,4341864
8192,A Royal Night Out,7197,2015,3,1837562
8193,Avril et le monde truque,7219,2015,3,3422078
8194,Miles Ahead,7232,2015,0,790770
8195,brothers of the wind,7253,2015,0,3532278
8196,"Sin Seer, The",7259,2015,3,3605262
8197,Tjuvheder,7270,2015,3,4153324
8198,600 millas [600 Miles],7305,2015,0,3685622
8199,Roald Dahl&#39;s Esio Trot,7327,2015,1,3205394
8200,Unexpected,7335,2015,3,4145304
8201,Embers,7343,2015,1,3503460
8202,Evolution,7347,2015,0,4291590
8203,"Girl King, The",7361,2015,3,1254322
8204,"33, The",7378,2015,3,2006295
8205,Parched,7538,2015,3,3043252
8206,Dragon Ball Z: Resurrection &#39;F&#39;,7427,2015,1,3819668
8207,Nil Battey Sannata,7441,2015,3,5005684
8208,Sweet Bean,7454,2015,3,4298958
8209,Long Way North,7458,2015,1,2262345
8210,Full Out,7482,2015,3,3977462
8211,"Milyy Khans, dorogoy Pyotr",7484,2015,1,3817188
8212,Already Tomorrow in Hong Kong,7494,2015,2,3700804
8213,Lavalantula,7502,2015,3,4060576
8214,Eaters,7503,2015,1,2109127
8215,Boi Neon,7511,2015,3,4899406
8216,Psychosis,7522,2015,3,6663788
8217,London Spy,7541,2015,1,4108134
8218,Ava&#39;s Possession,7558,2015,3,3727982
8219,Birigyaru,7577,2015,3,4195368
8220,"3Tails Movie: A Mermaid Adventure, The",7672,2015,3,3391348
8221,Fathers &amp; Daughters,7686,2015,3,2582502
8222,"Steps, The",7761,2015,3,3801372
8223,Dofus - Livre 1: Julith,7862,2015,3,4731504
8224,Girls Lost,7832,2015,3,4425152
8225,You&#39;re My Boss,7873,2015,0,4489160
8226,Intruders,7881,2015,3,4009278
8227,Synchronicity,7890,2015,2,2049543
8228,Sleeping with Other People,7902,2015,3,3165612
8229,Life,7916,2015,3,2948840
8230,Beasts of No Nation,7922,2015,0,1365050
8231,Harter Brocken,7931,2015,3,3981858
8232,Other Halves,7947,2015,3,4308714
8233,Emelie,7993,2015,3,4503598
8234,Burn Burn Burn,8000,2015,3,3627488
8235,Phoenix Incident,8006,2015,1,4341532
8236,"Stanford Prison Experiment, The",8036,2015,1,420293
8237,Hot Pursuit,8037,2015,2,2967224
8238,"Blackcoat&#39;s Daughter, The",8050,2015,3,3286052
8239,Maryland,8079,2015,0,4085084
8240,Love Live! The School Idol Movie,8081,2015,3,3837248
8241,Unfinished Business,8259,2015,2,2358925
8242,Scouts Guide to the Zombie Apocalypse,8227,2015,1,1727776
8243,"Gift, The",8233,2015,3,4178092
8244,Hitman: Agent 47,8334,2015,0,2679042
8245,Sharknado 3: Oh Hell No!,8352,2015,3,3899796
8246,Vampyres,8356,2015,3,3654680
8247,Mojave,8370,2015,1,2322517
8248,Alvin and the Chipmunks: The Road Chip,8375,2015,1,2974918
8249,High Rise,8509,2015,2,462335
8250,Shisha no teikoku (Empire of Corpses),8569,2015,1,4235644
8251,Portrait of a Serial Monogamist,8606,2015,3,2935662
8252,Atrapa la bandera [Capture the Flag],8614,2015,1,3896100
8253,Absolutely Anything,8643,2015,3,1727770
8254,A Walk in the Woods,8675,2015,2,1178665
8255,"Great Gilly Hopkins, The",8703,2015,3,1226766
8256,Bajirao Mastani,8738,2015,2,3735246
8257,Paul Blart: Mall Cop 2,8770,2015,1,3450650
8258,Highway to Hellas,8922,2015,1,4766604
8259,Woodlawn,9029,2015,1,4183692
8260,"Ethicist, The",9142,2015,3,12145728
8261,"Invitation, The",9180,2015,3,2400463
8262,Circle,9193,2015,1,3118452
8263,My Name Is Emily,9210,2015,3,3319018
8264,O Desolado,9248,2015,3,4692234
8265,A German Youth,9251,2015,0,3431798
8266,Montanha,9257,2015,1,2662716
8267,John From,9261,2015,3,3977428
8268,Samurai Warrior Queens,9486,2015,3,4794188
8269,Ip Man 3,9551,2015,1,2888046
8270,Sword of Vengeance,9611,2015,0,3622332
8271,"assassin, The",9942,2015,2,3508840
8272,Aluguel: O Filme,10034,2015,0,12268798
8273,"Wiz Live!, The",10159,2015,3,4718770
8274,Welcome To Happiness,10175,2015,1,3564794
8275,Cuddler,10291,2015,3,5573580
8276,Cafard,10442,2015,2,4926026
8277,Girls und Panzer: Der Film,10462,2015,3,5284414
8278,Superfast!,10504,2015,3,2933474
8279,Extraction,10530,2015,2,4382872
8280,Jane Got a Gun,6670,2016,0,2140037
8281,Vampires In Virginia,6669,2016,3,2938496
8282,"5th Wave, The",6680,2016,2,2304933
8283,"Hail, Caesar!",6710,2016,1,475290
8284,Pride and Prejudice and Zombies,6713,2016,3,1374989
8285,Bang Gang,6720,2016,3,3838728
8286,Les innocentes,6721,2016,3,4370784
8287,Deadpool,6722,2016,1,1431045
8288,Zootopia,6741,2016,3,2948356
8289,"Boy, The",6755,2016,3,3882082
8290,Whiskey Tango Foxtrot,6760,2016,3,3553442
8291,"Crouching Tiger, Hidden Dragon: Sword of Destiny",6761,2016,3,2652118
8292,"Divergent Series: Allegiant, The",6768,2016,3,3410834
8293,10 Cloverfield Lane,6776,2016,3,1179933
8294,Belgica,6778,2016,1,3544218
8295,Triple 9,6779,2016,3,1712261
8296,Midnight Special,6783,2016,1,2649554
8297,Batman v Superman: Dawn of Justice,6788,2016,2,2975590
8298,"Huntsman: Winter&#39;s War, The",6790,2016,3,2381991
8299,Kung Fu Panda 3,6808,2016,3,2267968
8300,Justice League vs. Teen Titans,6812,2016,3,5091548
8301,Hardcore Henry,6820,2016,1,3072482
8302,"Boss, The",6821,2016,3,2702724
8303,Hush,6835,2016,3,5022702
8304,"Jungle Book, The",6837,2016,2,3040964
8305,"Forest, The",6856,2016,3,3387542
8306,Captain America: Civil War,6857,2016,3,3498820
8307,Keanu,6859,2016,3,4139124
8308,Ratchet &amp; Clank,6876,2016,3,2865120
8309,Mother&#39;s Day,6882,2016,3,4824302
8310,Extremis,6884,2016,3,5538078
8311,Love &amp; Friendship,6891,2016,3,3068194
8312,X-Men: Apocalypse,6894,2016,3,3385516
8313,10 Days In A Madhouse,6896,2016,3,3453052
8314,"Nice Guys, The",6898,2016,3,3799694
8315,Alice Through the Looking Glass,6908,2016,3,2567026
8316,Neighbors 2: Sorority Rising,6909,2016,3,4438848
8317,Warcraft,6911,2016,3,803096
8318,Sing Street,6914,2016,1,3544112
8319,Teenage Mutant Ninja Turtles: Out of the Shadows,6915,2016,3,3949660
8320,How to Be Single,6916,2016,3,1292566
8321,Gods of Egypt,6921,2016,2,2404233
8322,Now You See Me 2,6922,2016,1,3110958
8323,Me Before You,6927,2016,3,2674426
8324,Money Monster,6929,2016,3,2241351
8325,"Conjuring 2, The",6931,2016,3,3065204
8326,Finding Dory,6932,2016,3,2277860
8327,Approaching the Unknown,6934,2016,0,2674430
8328,Be Somebody,6942,2016,3,5512872
8329,Independence Day: Resurgence,6947,2016,3,1628841
8330,"Neon Demon, The",6952,2016,3,1974419
8331,"Shallows, The",6953,2016,3,4052882
8332,"Purge: Election Year, The",6962,2016,3,4094724
8333,"Secret Life of Pets, The",6963,2016,2,2709768
8334,"BFG, The",6964,2016,3,3691740
8335,Popstar: Never Stop Never Stopping,6965,2016,1,3960412
8336,Swiss Army Man,6968,2016,2,4034354
8337,Dad&#39;s Army,6970,2016,3,4104054
8338,"Fundamentals of Caring, The",6973,2016,3,2452386
8339,Mike and Dave Need Wedding Dates,6976,2016,3,2823054
8340,Ghostbusters,6977,2016,3,1289401
8341,Absolutely Fabulous: The Movie,6978,2016,3,2112096
8342,Cafe Society,6980,2016,1,4513674
8343,Norm of the North,6983,2016,3,1594972
8344,Criminal,6984,2016,3,3014866
8345,Star Trek Beyond,6991,2016,1,2660888
8346,13 Hours,6992,2016,2,4172430
8347,Eddie the Eagle,6998,2016,2,1083452
8348,Southside with You,6999,2016,2,4258698
8349,Batman: The Killing Joke,7000,2016,1,4853102
8350,Elvis &amp; Nixon,7005,2016,2,2093991
8351,Everybody Wants Some,7011,2016,0,2937696
8352,Tallulah,7013,2016,3,1639084
8353,Nerve,7014,2016,3,3531824
8354,High Strung,7016,2016,2,3451230
8355,Suicide Squad,7023,2016,3,1386697
8356,Bad Moms,7025,2016,3,4651520
8357,Lights Out,7040,2016,3,4786282
8358,Sausage Party,7042,2016,3,1700841
8359,Jason Bourne,7046,2016,1,4196776
8360,Dear Eleanor,7047,2016,3,2927212
8361,Sully,7052,2016,1,3263904
8362,War Dogs,7053,2016,1,2005151
8363,Un homme a la hauteur,7058,2016,3,4699388
8364,Busanhaeng,7061,2016,3,5700672
8365,Kubo and the Two Strings,7065,2016,1,4302938
8366,Don&#39;t Breathe,7080,2016,3,4160708
8367,Captain Fantastic,7082,2016,3,3553976
8368,"Light Between Oceans, The",7084,2016,3,2547584
8369,Kill Command,7087,2016,1,2667380
8370,Equity,7095,2016,3,3958780
8371,Die letzte Sau,7097,2016,1,5348774
8372,"Girl on the Train, The",7177,2016,3,3631112
8373,Adventures in Babysitting,7104,2016,3,4456850
8374,Raising the Bar,7105,2016,3,5274066
8375,Grease Live!,7106,2016,3,4366830
8376,Hell or High Water,7110,2016,1,2582782
8377,Morgan,7112,2016,3,4520364
8378,My Little Pony: Equestria Girls - Legend of Everfree,7113,2016,3,5474644
8379,El Olivo,7122,2016,3,3655972
8380,Snowden,7124,2016,1,3774114
8381,Catfight,7126,2016,3,5294198
8382,magnificent 7,7143,2016,0,2404435
8383,"Infiltrator, The",7147,2016,3,1355631
8384,Dirty 30,7154,2016,3,5521550
8385,La pazza gioia,7166,2016,3,4621872
8386,Julieta,7167,2016,3,4326444
8387,Storks,7180,2016,1,4624424
8388,American Honey,7182,2016,3,3721936
8389,Shin Godzilla,7196,2016,1,4262980
8390,"Accountant, The",7212,2016,2,2140479
8391,King Dave,7217,2016,1,4551882
8392,Ouija: Origin of Evil,7218,2016,3,4361050
8393,"Rocky Horror Picture Show: Let&#39;s Do the Time Warp Again, The",7224,2016,3,1267299
8394,Doctor Strange,7225,2016,1,1211837
8395,"Handmaiden (Ah-ga-ssi) , The",7228,2016,3,4016934
8396,Miss Peregrine&#39;s Home for Peculiar Children,7229,2016,3,1935859
8397,"Finest Hours, The",7230,2016,3,2025690
8398,Gr&uuml;&szlig;e aus Fukushima (Greetings from Fukushima),7231,2016,3,4667788
8399,Trolls,7237,2016,3,1679335
8400,"I, Daniel Blake",7240,2016,3,5168192
8401,Certain Women,7246,2016,3,4468634
8402,Arrival,7257,2016,3,2543164
8403,Ride Along 2,7261,2016,0,2869728
8404,Fantastic Beasts and Where to Find Them,7271,2016,3,3183660
8405,Divines,7274,2016,3,4730986
8406,Loving,7278,2016,3,4669986
8407,Jack Reacher: Never Go Back,7279,2016,3,3393786
8408,Hacksaw Ridge,7281,2016,1,2119532
8409,Batman: Return of the Caped Crusaders,7282,2016,1,5973626
8410,Bridget Jones&#39;s Baby,7283,2016,3,1473832
8411,"Legend of Tarzan, The",7284,2016,0,918940
8412,Wiener-Dog,7285,2016,1,4144190
8413,Central Intelligence,7286,2016,2,1489889
8414,Moana,7292,2016,3,3521164
8415,Elle,7297,2016,3,3716530
8416,Nocturnal Animals,7300,2016,3,4550098
8417,Ballerina,7310,2016,3,2261287
8418,Birkebeinerne,7313,2016,1,4738360
8419,"Duel, The",7320,2016,1,2436682
8420,Let Me Go,7325,2016,3,5153952
8421,Mr. Church,7326,2016,3,4196848
8422,Kimi no na wa.,7328,2016,3,5311514
8423,Free State of Jones,7332,2016,2,1124037
8424,Rogue One,7334,2016,3,3748528
8425,Hidden Figures,7336,2016,3,4846340
8426,Doukyuusei,7337,2016,0,5526028
8427,True Memoirs of an International Assassin,7339,2016,0,1542768
8428,Neruda,7350,2016,0,4698584
8429,Assassin&#39;s Creed,7351,2016,1,2094766
8430,La La Land,7353,2016,3,3783958
8431,Sing,7355,2016,3,3470600
8432,Passengers,7356,2016,0,1355644
8433,In a Valley of Violence,7357,2016,2,3608930
8434,Jackie,7358,2016,3,1619029
8435,Paterson,7367,2016,1,5247022
8436,Dernieres nouvelles du cosmos,7368,2016,3,5786040
8437,Hairspray Live!,7369,2016,3,5664684
8438,Hurricane Bianca,7370,2016,3,4007248
8439,20th Century Women,7372,2016,3,4385888
8440,Dangal,7374,2016,3,5074352
8441,Fences,7375,2016,3,2671706
