,title,id,imdbid,year,rating
8623,Kong: Skull Island,7504,3731562,2017,1
8624,Get Out,7508,5052448,2017,3
8625,Beauty and the Beast,7523,2771200,2017,3
8626,Deidra &amp; Laney Rob a Train,7524,4144332,2017,3
8627,Power Rangers,7527,3717490,2017,3
8628,Life,7540,5442430,2017,3
8629,Ghost in the Shell,7551,1219827,2017,3
8630,"Boss Baby, The",7553,3874544,2017,1
8631,Dance Academy: The Movie,7564,5834660,2017,3
8632,Unlocked,7597,1734493,2017,3
8633,I Don&#39;t Feel at Home in This World Anymore,7573,5710514,2017,3
8634,"Fate of the Furious, The",7579,4630562,2017,3
8635,"Discovery, The",7581,5155780,2017,3
8636,Unforgettable,7592,3462710,2017,3
8637,Guardians of the Galaxy Vol. 2,7595,3896198,2017,3
8638,"Circle, The",7604,4287320,2017,3
8639,Alien: Covenant,7607,2316204,2017,3
8640,King Arthur,7608,1972591,2017,1
8641,Pirates of the Caribbean: Dead Men Tell No Tales,7665,1790809,2017,1
8642,Gifted,7669,4481414,2017,3
8643,"Everything, Everything",7670,5001718,2017,3
8644,Snatched,7676,2334871,2017,3
8645,T2 Trainspotting,7677,2763304,2017,3
8646,"Mummy, The",7681,2345759,2017,2
8647,My Cousin Rachel,7682,4411596,2017,3
8648,Megan Leavy,7684,4899370,2017,3
8649,Captain Underpants: The First Epic Movie,7700,2091256,2017,1
8650,Rough Night,7701,4799050,2017,3
8651,Annabelle: Creation,7779,5140878,2017,3
8652,Beatriz at Dinner,7707,5929750,2017,3
8653,"Shack, The",7708,2872518,2017,3
8654,Cars 3,7709,3606752,2017,3
8655,Despicable Me 3,7715,3469046,2017,3
8656,Baby Driver,7717,3890160,2017,1
8657,"Big Sick, The",7720,5462602,2017,3
8658,Spider-Man: Homecoming,7724,2250912,2017,3
8659,Atomic Blonde,7725,2406566,2017,3
8660,"Last Word, The",7734,5023260,2017,3
8661,"Little Hours, The",7735,5666304,2017,3
8662,It Comes at Night,7736,4695012,2017,3
8663,Monster High: Electrified,7739,6536944,2017,3
8664,War for the Planet of the Apes,7742,3450958,2017,1
8665,Okja,7743,3967856,2017,3
8666,Wind River,7745,5362988,2017,3
8667,"Beguiled, The",7746,5592248,2017,3
8668,Wish Upon,7747,5322012,2017,3
8669,Dunkirk,7748,5013056,2017,0
8670,Valerian and the City of a Thousand Planets,7751,2239822,2017,1
8671,Detroit,7778,5390504,2017,2
8672,"Incredible Jessica James, The",7762,5990342,2017,3
8673,Girls Trip,7763,3564472,2017,3
8674,Plasmatic Day,7768,6524480,2017,1
8675,"Dark Tower, The",7770,1648190,2017,1
8676,"Emoji Movie, The",7772,4877122,2017,1
8677,To the bone,7780,5541240,2017,3
8678,"Hitman&#39;s Bodyguard, The",7781,1959563,2017,3
8679,American Made,7785,3532216,2017,1
8680,Logan Lucky,7786,5439796,2017,3
8681,Tulip Fever,7787,0491203,2017,3
8682,Naked,7788,6048930,2017,2
8683,Death Note,7794,1241317,2017,0
8684,What Happened to Monday,7795,1536537,2017,3
8685,It,7799,1396484,2017,3
8686,Mother!,7803,5109784,2017,2
8687,"I, Tonya",7806,5580036,2017,3
8688,Ingrid Goes West,7808,5962210,2017,3
8689,"Book of Birdie, The",7811,5142400,2017,3
8690,Amityville: The Awakening,7864,1935897,2017,3
8691,"Wall, The",7863,4218696,2017,0
8692,Geostorm,7860,1981128,2017,3
8693,"Square, The",7859,4995790,2017,1
8694,"Foreigner, The",7858,1615160,2017,1
8695,Revelator,7825,5296086,2017,3
8696,Kingsman: The Golden Circle,7826,4649466,2017,1
8697,American Assassin,7827,1961175,2017,3
8698,Happy Death Day,7857,5308322,2017,3
8699,Battle of the Sexes,7856,4622512,2017,3
8700,Band Aid,7833,5816374,2017,3
8701,On Body and Soul,7838,5607714,2017,3
8702,Revenge,7839,6738136,2017,0
8703,Felicite,7841,5980798,2017,3
8704,Lady Bird,7843,4925292,2017,3
8705,seven sisters,7844,4956232,2017,3
8706,Blade Runner 2049,7846,1856101,2017,3
8707,Gerald&#39;s Game,7847,3748172,2017,3
8708,My Little Pony: The Movie,7850,4131800,2017,3
8709,Good Time,7855,4846232,2017,3
8710,Professor Marston and the Wonder Women,7852,6133130,2017,3
8711,Un beau soleil interieur,7853,6423776,2017,2
8712,Victoria &amp; Abdul,7854,5816682,2017,2
8713,Home Again,7868,5719700,2017,3
8714,Wheelman,7869,5723286,2017,1
8715,Pilgrimage,7870,3531202,2017,0
8716,Only the Brave,7872,3829920,2017,2
8717,"Death of Stalin, The",7874,4686844,2017,1
8718,Thor: Ragnarok,7875,3501632,2017,1
8719,47 Meters Down,7883,2932536,2017,3
8720,Jigsaw,7884,3348730,2017,3
8721,"Mad Ones, The",7887,3887208,2017,3
8722,Pokemon the Movie: I Choose You!,7888,6595896,2017,3
8723,Seagull,7894,5997830,2017,3
8724,OM+ME,7895,7341676,2017,3
8725,"Meyerowitz Stories (new and selected), The",7896,5536736,2017,1
8726,"Florida Project, The",7897,5649144,2017,3
8727,Marshall,7899,5301662,2017,1
8728,Wonder,7903,2543472,2017,3
8729,Dim the Fluorescents,7904,6029106,2017,3
8730,Justice League,7906,0974015,2017,3
8731,6 days,7908,4703048,2017,0
8732,Sand Castle,7909,2582576,2017,0
8733,"Man with the Iron Heart, The",7910,3296908,2017,1
8734,"Punisher, The",7913,5675620,2017,3
8735,Murder on the Orient Express,7919,3402236,2017,3
8736,Batman vs. Two-Face,7920,6142314,2017,3
8737,Coco,7930,2380307,2017,3
8738,Transformers: The Last Knight,7934,3371366,2017,1
8739,"Nut Job 2: Nutty By Nature, The",7936,3486626,2017,3
8740,Psych: The Movie,7939,6868216,2017,3
8741,"Only Living Boy in New York, The",7940,0460890,2017,1
8742,Nogemu noraifu: Zero,7941,5914996,2017,3
8743,A Christmas Prince,7942,7608418,2017,3
8744,El Camino Christmas,7945,3255590,2017,2
8745,Star Wars: The Last Jedi,7946,2527336,2017,3
8746,Molly&#39;s Game,7948,4209788,2017,3
8747,"Babysitter, The",7949,4225622,2017,3
8748,"Disaster Artist, The",7950,3521126,2017,3
8749,"Shape of Water, The",7951,5580390,2017,3
8750,"Three Billboards Outside Ebbing, Missouri",7953,5027774,2017,3
8751,Wonder Wheel,7954,5825380,2017,3
8752,Mudbound,7956,2396589,2017,3
8753,Kidnap,7958,1458169,2017,3
8754,Jumanji: Welcome to the Jungle,7963,2283362,2017,3
8755,Bright,7966,5519340,2017,3
8756,Call Me by Your Name,7970,5726616,2017,3
8757,Wilson,7978,1781058,2017,3
8758,All the Money in the World,7979,5294550,2017,2
8759,Downsizing,7980,1389072,2017,1
8760,Bushwick,7981,4720702,2017,3
8761,Creep 2,7982,3654796,2017,0
8762,"Greatest Showman, The",7983,1485796,2017,3
8763,"Dinner, The",7984,3203620,2017,3
8764,Ver&oacute;nica,7985,5862312,2017,3
8765,Pitch Perfect 3,7988,4765284,2017,3
8766,Cherry Pop,7989,4807950,2017,0
8767,Disco,7994,7401540,2017,3
8768,"Jesus, Bro!",7995,5878326,2017,1
8769,Descendants 2,7996,5117876,2017,3
8770,A Ghost Story,8005,6265828,2017,1
8771,Sweet Virginia,8074,2582498,2017,3
8772,Mary and The Witch&#39;s Flower,8015,6336356,2017,3
8773,Phantom Thread,8017,5776858,2017,3
8774,Darkest Hour,8020,4555426,2017,2
8775,A man of integrity,8023,6776462,2017,3
8776,Paddington 2,8024,4468740,2017,3
8777,Berlin Syndrome,8025,3335606,2017,1
8778,Wolf Warrior 2,8026,7131870,2017,1
8779,La llamada,8027,5176252,2017,3
8780,Tuntematon sotilas,8031,4065552,2017,3
8781,Hostiles,8038,5478478,2017,3
8782,Daddy&#39;s Home 2,8042,5657846,2017,3
8783,"Roman J. Israel, Esq.",8044,6000478,2017,3
8784,Beach Rats,8045,6303866,2017,3
8785,Mayhem,8046,4348012,2017,3
8786,Ferdinand,8048,3411444,2017,3
8787,Loving Vincent,8055,3262342,2017,1
8788,Mom and Dad,8143,5462326,2017,3
8789,1922,8078,6214928,2017,1
8790,Going In Style,8329,2568862,2017,1
8791,"Killing of a Sacred Deer, The",8089,5715874,2017,3
8792,I Can Speak,8093,7342204,2017,3
8793,Singwa hamgge,8094,7160070,2017,1
8794,Fun Mom Dinner,8096,5829040,2017,3
8795,A Bad Moms Christmas,8100,6359956,2017,3
8796,Thoroughbreds,8103,5649108,2017,3
8797,"Post, The",8106,6294822,2017,3
8798,Thelma,8113,6304046,2017,3
8799,Ava,8118,6194530,2017,3
8800,Lucky,8127,5859238,2017,2
8801,You Were Never Really Here,8163,5742374,2017,1
8802,I Kill Giants,8166,4547194,2017,3
8803,My Friend Dahmer,8172,2291540,2017,1
8804,"Ritual, The",8176,5638642,2017,0
8805,"Glass Castle, The",8226,2378507,2017,3
8806,Baywatch,8230,1469304,2017,1
8807,Fist Fight,8231,3401882,2017,3
8808,How to Be a Latin Lover,8232,4795124,2017,2
8809,Petit paysan,8250,6805302,2017,1
8810,Flower,8311,2582784,2017,3
8811,You Get Me,8307,5539054,2017,3
8812,A Dog&#39;s Purpose,8335,1753383,2017,1
8813,All Eyez On Me,8336,1666185,2017,1
8814,Sharknado 5: Global Swarming,8353,6298780,2017,3
8815,"Endless, The",8357,3986820,2017,1
8816,"Breadwinner, The",8360,3901826,2017,3
8817,Diary of a Wimpy Kid: The Long Haul,8371,6003368,2017,0
8818,Canaries,8374,4082644,2017,3
8819,"Escape, The",8379,6069126,2017,3
8820,Djam,8384,6814914,2017,3
8821,First Reformed,8391,6053438,2017,1
8822,God&#39;s Own Country,8394,5635086,2017,0
8823,A Man Wanted (Hatooly Ragel),8403,6539420,2017,2
8824,"Mountain Between Us, The",8408,2226597,2017,3
8825,That&#39;s Not Me,8409,4738802,2017,3
8826,Borg vs McEnroe,8428,5727282,2017,1
8827,MFKZ,8448,4717402,2017,0
8828,Apostasy,8449,4729896,2017,3
8829,Disobedience,8471,6108178,2017,3
8830,Gemini,8487,5795086,2017,3
8831,Maximilian,8595,5833846,2017,2
8832,Karera ga honki de amu toki wa (Close Knit),8599,5633706,2017,3
8833,Signature Move,8600,5328952,2017,3
8834,Embrasse-moi!,8601,6441072,2017,3
8835,Mark Felt: The Man Who Brought Down the White House,8621,5175450,2017,2
8836,Godard Mon Amour,8657,5687334,2017,1
8837,Ghost Stories,8663,5516328,2017,1
8838,Rings,8669,0498381,2017,2
8839,"Wife, The",8670,3750872,2017,3
8840,Secret Superstar,8697,6108090,2017,3
8841,El libro de Lila,8707,6870750,2017,3
8842,Gekijoban Fairy Tail: Dragon Cry,8712,6548966,2017,3
8843,Unicorn Store,8726,2338454,2017,3
8844,Jusqu&#39;a la garde (Custody),8751,6002232,2017,3
8845,Posoki (Directions),8752,6467968,2017,1
8846,"Bride, The",8799,6095090,2017,3
8847,Shelter,8806,6249434,2017,3
8848,Mr. Roosevelt,9177,6212496,2017,3
8849,Mary Shelley,8831,3906082,2017,3
8850,Goon: Last of the Enforcers,8846,2417712,2017,2
8851,War Machine,8847,4758646,2017,0
8852,Cold Skin,8906,1034385,2017,0
8853,Burning Sands,8960,5826432,2017,2
8854,Princess Cyd,8998,6053440,2017,3
8855,Il demone di Laplace,9010,5791732,2017,0
8856,Tigers Are Not Afraid,9024,4823434,2017,0
8857,OtherLife,9072,4693358,2017,1
8858,Back to Burgundy (Ce que nous lie),9102,5247704,2017,2
8859,Bon Cop Bad Cop 2,9105,4738174,2017,1
8860,Euphoria,9128,5698320,2017,3
8861,"Midwife, The",9145,5348236,2017,3
8862,Sun Dogs,9147,5665452,2017,2
8863,Anna and the Apocalypse,9215,6433880,2017,3
8864,"Lears, The",9231,5651952,2017,3
8865,Western,9236,5157326,2017,1
8866,"Ant&oacute;nio Um, Dois, Tr&Ecirc;s",9246,6275840,2017,3
8867,Lean on Pete,9392,5340300,2017,1
8868,"Cured, The",9400,3463106,2017,3
8869,A Royal Winter,9422,6387232,2017,3
8870,Get My Gun,9455,5833412,2017,3
8871,Stephanie,9459,3829378,2017,3
8872,12 feet deep,9469,5143226,2017,3
8873,"Beyond, The",9554,5723416,2017,3
8874,What Did Jack Do?,9622,11644096,2017,0
8875,Bigfoot: Blood Trap,9734,3901340,2017,0
8876,Novitiate,9856,4513316,2017,3
8877,Landline,10045,5737862,2017,3
8878,"Female Brain, The",10024,5752360,2017,3
8879,Barbie Video Game Hero,10053,6185658,2017,3
8880,Tragedy Girls,10148,3859272,2017,3
8881,Different Flowers,10638,6096194,2017,3
8882,Fate/Stay Night: Heaven&#39;s Feel - I. Presage Flower,10289,6129999014,2017,2
8883,Outside In,10389,7260048,2017,3
8884,"Assignment, The",10434,5034474,2017,1
8885,"Bar, The",10488,5121816,2017,3
8886,Open Water 3: Cage Dive,10574,4126568,2017,0
8887,Ocean&#39;s 8,8280,5164214,2018,3
8888,Truth or Dare,8347,6772950,2018,3
8889,Leave No Trace,8421,3892172,2018,3
8890,Pacific Rim: Uprising,8134,2557478,2018,3
8891,Red Sparrow,8145,2873282,2018,3
8892,Hereditary,8305,7784604,2018,3
8893,Maze Runner: The Death Cure,8056,4500922,2018,3
8894,Black Panther,8058,1825683,2018,3
8895,Love per square foot,8073,7853242,2018,3
8896,Early Man,8144,4701724,2018,1
8897,Annihilation,8077,2798920,2018,3
8898,Game Night,8080,2704998,2018,3
8899,"Cloverfield Paradox, The",8082,2548396,2018,3
8900,"Love, Simon",8142,5164432,2018,1
8901,Hearts Beat Loud,8091,7158430,2018,3
8902,Z-O-M-B-I-E-S,8199,6878820,2018,3
8903,Isle of Dogs,8137,5104604,2018,3
8904,When We First Met,8112,5783956,2018,2
8905,Tomb Raider,8121,1365519,2018,3
8906,Ready Player One,8125,1677720,2018,3
8907,My Little Pony Equestria Girls: Forgotten Friendship,8126,7869818,2018,3
8908,"Heiresses, The",8128,7875464,2018,3
8909,"Titan, The",8151,4986098,2018,2
8910,Life of the Party,8277,5619332,2018,3
8911,A Quiet Place,8157,6644200,2018,3
8912,En guerre,8276,7555774,2018,1
8913,Avengers: Infinity War,8178,4154756,2018,3
8914,"Guernsey Literary and Potato Peel Pie Society, The",8179,1289403,2018,3
8915,Sorry to Bother You,8324,5688932,2018,1
8916,"Kissing Booth, The",8214,3799232,2018,3
8917,Pass Over,8263,7768846,2018,0
8918,Deadpool 2,8229,5463162,2018,2
8919,Au poste!,8319,7156222,2018,0
8920,Ant-Man and the Wasp,8318,5095030,2018,3
8921,Tully,8239,5610554,2018,3
8922,American Animals,8317,6212478,2018,1
8923,Solo: A Star Wars Story,8246,3778644,2018,2
8924,"Man Who Killed Don Quixote, The",8247,1318517,2018,1
8925,Tag,8313,2854926,2018,3
8926,Incredibles 2,8290,3606756,2018,3
8927,Kaala,8310,6929642,2018,3
8928,Alex Strangelove,8298,5688996,2018,2
8929,Set It Up,8308,5304992,2018,3
8930,Jurassic World: Fallen Kingdom,8302,4881806,2018,3
8931,Mamma Mia! Here We Go Again,8337,6911608,2018,3
8932,Mission Impossible: Fallout,8342,4912910,2018,1
8933,"First Purge , The",8343,6133466,2018,3
8934,Teen Titans Go! To the Movies,8345,7424200,2018,3
8935,Woman at War,8349,7279188,2018,3
8936,Blindspotting,8351,7242142,2018,1
8937,Eighth Grade,8359,7014006,2018,3
8938,"Spy Who Dumped Me, The",8362,6663582,2018,3
8939,Christopher Robin,8364,4575576,2018,2
8940,I Feel Pretty,8365,6791096,2018,3
8941,BlacKkKlansman,8368,7349662,2018,3
8942,"Meg, The",8369,4779682,2018,3
8943,Crazy Rich Asians,8378,3104988,2018,3
8944,"Darkest Minds, The",8380,4073790,2018,3
8945,Rampage,8381,2231461,2018,3
8946,Le monde est a toi,8382,6892462,2018,2
8947,Patient Zero,8383,3458254,2018,1
8948,To All the Boys I&#39;ve Loved Before,8385,3846674,2018,3
8949,Alpha,8386,4244998,2018,0
8950,Carmen y Lola,8395,7485508,2018,3
8951,6 Balloons,8396,6142496,2018,3
8952,Burning,8397,7282468,2018,0
8953,Sheherazade,8399,8459250,2018,3
8954,"Wild Pear Tree, The",8400,6628102,2018,2
8955,Slender Man,8407,5690360,2018,3
8956,"Predator, The",8414,3829266,2018,1
8957,A Simple Favor,8420,7040874,2018,3
8958,My hero academia: Two heroes,8422,7745068,2018,3
8959,Nappily Ever Aftet,8423,0365545,2018,3
8960,Johnny English Strikes Again,8424,6921996,2018,1
8961,"House with a Clock in Its Walls, The",8425,2119543,2018,1
8962,Smallfoot,8427,6182908,2018,3
8963,A Star Is Born,8430,1517451,2018,3
8964,Venom,8431,1270797,2018,1
8965,Red Joan,9187,7615302,2018,3
8966,Blockers,8433,2531344,2018,3
8967,Sierra Burgess Is a Loser,8434,3120280,2018,3
8968,An Elephant Sitting Still (Da xiang xi di er zuo),8443,8020896,2018,0
8969,Apostle,8444,6217306,2018,3
8970,First Man,8445,1213641,2018,3
8971,Halloween,8452,1502407,2018,3
8972,"Girl in the Spider&#39;s Web, The",8457,5177088,2018,3
8973,A Wrinkle in Time,8459,1620680,2018,3
8974,Mandy,8461,6998518,2018,3
8975,Bohemian Rhapsody,8462,1727824,2018,2
8976,Suspiria,8465,1034415,2018,3
8977,Searching,8472,7668870,2018,1
8978,En liberte!,8474,7534068,2018,2
8979,Book Club,8475,6857166,2018,3
8980,Jefe,8481,7527538,2018,2
8981,Spider-Man : Into the Spider-Verse,8523,4633694,2018,1
8982,Fantastic Beasts: The Crimes of Grindelwald,8484,4123430,2018,2
8983,Can You Ever Forgive Me?,8485,4595882,2018,3
8984,Please Stand By,8489,4652650,2018,3
8985,"Favourite, The",8490,5083738,2018,3
8986,Widows,8491,4218572,2018,3
8987,Ralph Breaks the Internet,8492,5848272,2018,3
8988,Hold the Dark,8495,5057140,2018,1
8989,Aquaman,8522,1477834,2018,3
8990,"Ballad of Buster Scruggs, The",8497,6412452,2018,1
8991,"Hate U Give, The",8498,5580266,2018,3
8992,Mid90s,8499,5613484,2018,1
8993,Dog Days,8521,7365604,2018,3
8994,Green Book,8512,6966692,2018,1
8995,Dumplin&#39;,8514,4878482,2018,3
8996,Bella Ciao!,8517,5861756,2018,3
8997,Creed II,8518,6343314,2018,3
8998,Wildling,8520,5085924,2018,3
8999,Colette,8567,5437928,2018,3
9000,Roma,8571,6155172,2018,3
9001,Mortal Engines,8572,1571234,2018,3
9002,Mary Queen of Scots,8573,2328900,2018,3
9003,Bird Box,8574,2737304,2018,3
9004,Mary Poppins Returns,8575,5028340,2018,3
9005,Vice,8577,6266538,2018,2
9006,"Old Man &amp; the Gun, The",8578,2837574,2018,1
9007,Skate Kitchen,8579,7545566,2018,3
9008,Free Solo,8580,7775622,2018,1
9009,Overboard,8582,1563742,2018,3
9010,Bumblebee,8585,4701182,2018,3
9011,On the Basis of Sex,8587,4669788,2018,3
9012,If Beale Street Could Talk,8588,7125860,2018,3
9013,Cold War,8590,6543652,2018,3
9014,Ben Is Back,8591,7545524,2018,3
9015,Rafiki,8596,8286894,2018,3
9016,L&#39;animale,8597,6169920,2018,3
9017,"Miseducation of Cameron Post, The",8598,6257174,2018,3
9018,Dude,8608,3458510,2018,3
9019,Shoplifters,8611,8075192,2018,3
9020,Andid edlilega (And Breathe Normally),8612,6776106,2018,3
9021,"Sisters Brothers, The",8613,4971344,2018,1
9022,Stan &amp; Ollie,8618,3385524,2018,3
9023,"Mule, The",8626,7959026,2018,2
9024,First Match,8630,6061074,2018,3
9025,Cam,8631,8361028,2018,3
9026,Dead in a Week: Or Your Money Back,8635,3525168,2018,1
9027,"Nutcracker and the Four Realms, The",8637,5523010,2018,3
9028,A private war,8651,2368254,2018,1
9029,"Miracle Season, The",8654,5427194,2018,3
9030,Assassination Nation,8656,6205872,2018,3
9031,Greta,8658,2639336,2018,3
9032,La chute de l&#39;empire americain,8660,7231342,2018,1
9033,Instant Family,8661,7401588,2018,3
9034,Vox Lux,8662,5960374,2018,3
9035,Quien te cantara,8667,6485304,2018,3
9036,Robin Hood,8671,4532826,2018,1
9037,Don&#39;t Leave Home,8674,6842126,2018,3
9038,Bullitt County,8678,6140148,2018,3
9039,Destination Wedding,8683,6987770,2018,0
9040,"Death and Life of John F. Donovan, The",8688,4042818,2018,2
9041,Destroyer,8690,7137380,2018,3
9042,Tito e os Passaros,8708,8327492,2018,1
9043,My Little Pony Equestria Girls: Rollercoaster of Friendship,8711,8717590,2018,3
9044,"Front Runner, The",8713,7074886,2018,2
9045,Wild Rose,8714,5117428,2018,3
9046,They Shall Not Grow Old,8715,7905466,2018,0
9047,Say My Name,8718,7250378,2018,3
9048,Jonathan,8724,5639446,2018,1
9049,Andhadhun,8730,8108198,2018,2
9050,Den of thieves,8733,1259528,2018,2
9051,Jane Fonda in Five Acts,8734,7689958,2018,3
9052,You,8743,7335184,2018,3
9053,Raazi,8754,7098658,2018,3
9054,Deslembro,8757,8900098,2018,3
9055,It&#39;s a Beautiful Day,8762,8457260,2018,0
9056,"Honor List, The",8780,7237666,2018,3
9057,Genese,8785,8287690,2018,0
9058,Deep Murder,8788,6975598,2018,3
9059,I Like Me,8792,7134690,2018,3
9060,Swiped,8797,4867110,2018,2
9061,Float Like A Butterfly,8802,7636672,2018,3
9062,Black 47,8803,3208026,2018,1
9063,Support the Girls,8809,6859352,2018,3
9064,Sgt. Stubby: An American Hero,8822,5314190,2018,0
9065,Boy Erased,8832,7008872,2018,1
9066,McQueen,8833,6510332,2018,0
9067,Bad Times at the El Royale,8839,6628394,2018,2
9068,Second Act,8851,2126357,2018,1
9069,fifty shade freed,8858,4477536,2018,1
9070,Lords of Chaos,8878,4669296,2018,0
9071,Welcome to Marwen,8885,3289724,2018,2
9072,NIght School,8890,6781982,2018,3
9073,"Chaperone, The",8921,2690226,2018,3
9074,In Fabric,8931,7464188,2018,3
9075,Les invisibles,8938,8633950,2018,3
9076,Simmba,8961,7212726,2018,1
9077,"Happytime Murders, The",8977,1308728,2018,3
9078,Meio Irmao,9011,6678876,2018,3
9079,Egg,9012,7317324,2018,3
9080,La camarista,9019,8331988,2018,3
9081,Constantine: City of Demons,9020,6404896,2018,2
9082,"Public, The",9032,3294746,2018,3
9083,Agapornis,9061,8479120,2018,3
9084,Saints Rest,9066,5936578,2018,3
9085,Tyler Perry&#39;s Acrimony,9074,6063050,2018,1
9086,Senses 1&amp;2,9077,10174382,2018,3
9087,Braven,9111,5001754,2018,3
9088,We Have Always Lived in the Castle,9116,5952138,2018,3
9089,Snapshots,9117,5322168,2018,3
9090,Ted - For karlekens skull,9125,6204018,2018,0
9091,Tau,9127,4357394,2018,3
9092,Hjartat,9129,6164698,2018,3
9093,Innan vintern kommer,9131,7791048,2018,0
9094,"Cake General, The",9132,6889032,2018,3
9095,Amatorer,9133,7893992,2018,3
9096,Toppen av ingenting,9134,6258766,2018,0
9097,La tribu,9137,6708044,2018,3
9098,Ophelia,9140,5690810,2018,3
9099,"Grinch, The",9150,2709692,2018,3
9100,I am Not an Easy Man / Je ne suis pas un homme facile,9153,6857988,2018,3
9101,Rampant,9163,6927152,2018,1
9102,Climax,9167,8359848,2018,3
9103,"Transcendents, The",9235,5980638,2018,3
9104,Banana Split,9245,7755856,2018,3
9105,Diamantino,9260,6522668,2018,3
9106,Capernaum,9287,8267604,2018,3
9107,Gekijo-ban Non Non Biyori: Vacation,9303,7785128,2018,3
9108,Possum,9307,6081670,2018,0
9109,"House That Jack Built, The",9308,4003440,2018,1
9110,"Princess Switch, The",9357,8954732,2018,3
9111,Level 16,9412,4006302,2018,3
9112,"Last Sharknado: It&#39;s About Time, The",9420,8031422,2018,3
9113,In Safe Hands,9450,7543930,2018,1
9114,Tell It to the Bees,9447,7241926,2018,3
9115,Furlough,9445,5291792,2018,3
9116,Delirium,9478,2069797,2018,1
9117,K.G.F: Chapter 1,9961,7838252,2018,1
9118,Ask for Jane,9503,6466058,2018,3
9119,Upgrade,9520,6499752,2018,2
9120,Deep Blue Sea 2,9542,7086706,2018,1
9121,Master Z: The Ip Man Legacy,9568,7262882,2018,3
9122,Anon,9630,5397194,2018,0
9123,"Breaker Upperers, The",9798,6728096,2018,3
9124,She-Ra and the Princesses of Power,9807,7745956,2018,3
9125,"Fortnite: Battle, Build, Survive!",9858,11791228,2018,3
9126,Bethany Hamilton: Unstoppable,10049,6435258,2018,1
9127,Bearkittens,9968,7225144,2018,3
9128,Undertow,9969,6342316,2018,3
9129,"Boat, The",9976,7468616,2018,0
9130,What Keeps You Alive,10032,7073710,2018,3
9131,Zoe,10089,6010628,2018,3
9132,Timeless,10165,5511582,2018,3
9133,Mirage,10125,6908274,2018,3
9134,Daphne &amp; Velma,10134,7689052,2018,3
9135,"Strangers: Prey At Night, The",10146,1285009,2018,3
9136,Ast&eacute;rix: Le secret de la potion magique (Asterix: The Secret of the Magic Potion),10189,8001346,2018,2
9137,Wild Nights with Emily,10217,5176580,2018,3
9138,Luke Cage,10229,3322314,2018,1
9139,Sherlock Gnomes,10250,2296777,2018,3
9140,Next Gen,10252,7133686,2018,3
9141,I Want to Eat Your Pancreas,10258,7236034,2018,3
9142,Lizzie,10270,5160938,2018,1
9143,Life Itself,10363,5989218,2018,3
9144,"Death of Superman, The",10390,7167658,2018,3
9145,Operation Finale,10392,5208252,2018,1
9146,Death Toilet,10405,8760724,2018,0
9147,Where Hands Touch,10419,1235187,2018,3
9148,Charlie Says,10491,1759744,2018,3
9149,Persona 5 The Animation,10529,8010544,2018,1
9150,Fast Color,10650,6418778,2018,3
9151,"Tower, The",10639,5847768,2018,3
9152,No me digas solterona,10659,,2018,1
9153,Oceans 8,10661,,2018,1
9154,Beautiful Boy,10669,1226837,2018,1
9155,Hanalei Bay,10693,8332772,2018,0
9156,Hotel Artemis,10735,5834262,2018,3
9157,Rim of the World,8749,8179388,2019,0
9158,How to Train Your Dragon: The Hidden World,8607,2386490,2019,2
9159,We Are Little Zombies,8609,9358120,2019,2
9160,"Kid Who Would Be King, The",8615,6811018,2019,1
9161,Polar,8616,4139588,2019,2
9162,Close,8617,5316540,2019,3
9163,Serenity,8620,6476140,2019,1
9164,Soni,8623,6078866,2019,3
9165,Us,8681,6857112,2019,3
9166,Cold Pursuit,8639,5719748,2019,1
9167,"Wandering Earth (Liu Lang Di Qiu), The",8640,7605074,2019,3
9168,Alita: Battle Angel,8642,0437086,2019,3
9169,"Lego Movie 2: The Second Part, The",8645,3513498,2019,3
9170,American Woman,8647,9109492,2019,3
9171,Le chant du loup,8655,7458762,2019,0
9172,Isn&#39;t It Romantic,8659,2452244,2019,3
9173,Captain Marvel,8668,4154664,2019,3
9174,Fighting with My Family,8679,6513120,2019,3
9175,Happy Death Day 2U,8684,8155288,2019,3
9176,Triple Frontier,8687,1488606,2019,1
9177,Shazam!,8693,0448115,2019,3
9178,Gully Boy,8699,2395469,2019,1
9179,My Little Pony: Equestria Girls: Spring Breakdown,8709,8734872,2019,3
9180,Someone Great,8717,8075260,2019,3
9181,Zoombies 2,8796,9670282,2019,3
9182,Avengers: Endgame,8720,4154796,2019,3
9183,"Curse of La Llorona, The",8722,4913966,2019,3
9184,Guava Island,8725,8858104,2019,2
9185,"Silence, The",8727,7315484,2019,3
9186,Miss Bala,8728,5941692,2019,3
9187,Pokemon Detective Pikachu,8740,5884052,2019,3
9188,"Hustle, The",8741,1298644,2019,3
9189,Unplanned,8742,9024106,2019,3
9190,Wine Country,8744,8169446,2019,3
9191,Booksmart,8747,1489887,2019,3
9192,Aladdin,8750,6139732,2019,3
9193,Nancy Drew and the Hidden Staircase,8753,8323104,2019,3
9194,John Wick: Chapter 3 - Parabellum,8755,6146586,2019,1
9195,Ma,8758,7958736,2019,3
9196,Always Be My Maybe,8760,7374948,2019,3
9197,Dark Phoenix,8761,6565702,2019,3
9198,"Perfect Date, The",8763,8201170,2019,2
9199,Late Night,8764,6107548,2019,3
9200,Brightburn,8765,7752126,2019,2
